"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 05 05:15:02 GMT 2024","Fri Apr 05 05:15:04 GMT 2024","2962","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Fri Apr 05 05:15:08 GMT 2024","Fri Apr 05 05:15:12 GMT 2024","4551","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Fri Apr 05 05:14:32 GMT 2024","Fri Apr 05 05:14:32 GMT 2024","202","","example to-do app","","","","can check off an item as completed",""
"passed","Fri Apr 05 05:14:54 GMT 2024","Fri Apr 05 05:14:54 GMT 2024","77","","Location","","","","cy.url() - get the current URL",""
"passed","Fri Apr 05 05:14:48 GMT 2024","Fri Apr 05 05:14:48 GMT 2024","115","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Fri Apr 05 05:14:58 GMT 2024","Fri Apr 05 05:14:59 GMT 2024","329","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Fri Apr 05 05:14:48 GMT 2024","Fri Apr 05 05:14:48 GMT 2024","359","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Fri Apr 05 05:14:36 GMT 2024","Fri Apr 05 05:14:39 GMT 2024","2490","","Actions","","","",".click() - click on a DOM element",""
"passed","Fri Apr 05 05:14:40 GMT 2024","Fri Apr 05 05:14:41 GMT 2024","911","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Fri Apr 05 05:14:42 GMT 2024","Fri Apr 05 05:14:42 GMT 2024","130","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Fri Apr 05 05:14:33 GMT 2024","Fri Apr 05 05:14:33 GMT 2024","285","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Fri Apr 05 05:14:32 GMT 2024","Fri Apr 05 05:14:33 GMT 2024","289","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Fri Apr 05 05:14:49 GMT 2024","Fri Apr 05 05:14:49 GMT 2024","112","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Fri Apr 05 05:14:49 GMT 2024","Fri Apr 05 05:14:49 GMT 2024","103","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Fri Apr 05 05:14:57 GMT 2024","Fri Apr 05 05:14:58 GMT 2024","986","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Fri Apr 05 05:14:49 GMT 2024","Fri Apr 05 05:14:49 GMT 2024","107","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Fri Apr 05 05:14:48 GMT 2024","Fri Apr 05 05:14:49 GMT 2024","104","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Fri Apr 05 05:14:49 GMT 2024","Fri Apr 05 05:14:49 GMT 2024","101","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Fri Apr 05 05:14:54 GMT 2024","Fri Apr 05 05:14:54 GMT 2024","95","","Location","","","","cy.location() - get window.location",""
"passed","Fri Apr 05 05:14:49 GMT 2024","Fri Apr 05 05:14:49 GMT 2024","108","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Fri Apr 05 05:14:54 GMT 2024","Fri Apr 05 05:14:54 GMT 2024","303","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Fri Apr 05 05:14:42 GMT 2024","Fri Apr 05 05:14:44 GMT 2024","2124","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Fri Apr 05 05:14:26 GMT 2024","Fri Apr 05 05:14:28 GMT 2024","1765","","Example feature","","","","Submitting form with credentials",""
"passed","Fri Apr 05 05:14:49 GMT 2024","Fri Apr 05 05:14:51 GMT 2024","1580","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Fri Apr 05 05:14:39 GMT 2024","Fri Apr 05 05:14:39 GMT 2024","213","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Fri Apr 05 05:14:58 GMT 2024","Fri Apr 05 05:14:58 GMT 2024","408","","Navigation","","","","cy.reload() - reload the page",""
"passed","Fri Apr 05 05:14:31 GMT 2024","Fri Apr 05 05:14:32 GMT 2024","441","","example to-do app","","","","displays two todo items by default",""
"passed","Fri Apr 05 05:15:12 GMT 2024","Fri Apr 05 05:15:13 GMT 2024","487","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Fri Apr 05 05:14:39 GMT 2024","Fri Apr 05 05:14:40 GMT 2024","908","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Fri Apr 05 05:14:41 GMT 2024","Fri Apr 05 05:14:42 GMT 2024","955","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Fri Apr 05 05:14:32 GMT 2024","Fri Apr 05 05:14:32 GMT 2024","409","","example to-do app","","","","can add new todo items",""
"passed","Fri Apr 05 05:14:39 GMT 2024","Fri Apr 05 05:14:39 GMT 2024","217","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Fri Apr 05 05:14:42 GMT 2024","Fri Apr 05 05:14:42 GMT 2024","158","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Fri Apr 05 05:14:33 GMT 2024","Fri Apr 05 05:14:33 GMT 2024","284","example to-do app","with a checked task","","","","can delete all completed tasks",""
