"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","221",".dblclick() - double click on a DOM element","","Sat May 24 05:20:51 GMT 2025","passed","Sat May 24 05:20:51 GMT 2025","","Actions","",""
"","284","can filter for uncompleted tasks","example to-do app","Sat May 24 05:20:45 GMT 2025","passed","Sat May 24 05:20:45 GMT 2025","","with a checked task","",""
"","2484",".click() - click on a DOM element","","Sat May 24 05:20:49 GMT 2025","passed","Sat May 24 05:20:51 GMT 2025","","Actions","",""
"","98","can throw any error","Assertions","Sat May 24 05:21:02 GMT 2025","passed","Sat May 24 05:21:02 GMT 2025","","Explicit Assertions","",""
"","4533","cy.wait() - wait for a specific amount of time","","Sat May 24 05:21:21 GMT 2025","passed","Sat May 24 05:21:25 GMT 2025","","Waiting","",""
"","108","expect - make an assertion about a specified subject","Assertions","Sat May 24 05:21:01 GMT 2025","passed","Sat May 24 05:21:01 GMT 2025","","Explicit Assertions","",""
"","175",".trigger() - trigger an event on a DOM element","","Sat May 24 05:20:55 GMT 2025","passed","Sat May 24 05:20:55 GMT 2025","","Actions","",""
"","930","cy.go() - go back or forward in the browser's history","","Sat May 24 05:21:10 GMT 2025","passed","Sat May 24 05:21:11 GMT 2025","","Navigation","",""
"","760","cy.wait() - wait for a specific route","","Sat May 24 05:21:25 GMT 2025","passed","Sat May 24 05:21:26 GMT 2025","","Waiting","",""
"","98","matches unknown text between two elements","Assertions","Sat May 24 05:21:02 GMT 2025","passed","Sat May 24 05:21:02 GMT 2025","","Explicit Assertions","",""
"","101","assert - assert shape of an object","Assertions","Sat May 24 05:21:02 GMT 2025","passed","Sat May 24 05:21:02 GMT 2025","","Explicit Assertions","",""
"","261","cy.hash() - get the current URL hash","","Sat May 24 05:21:07 GMT 2025","passed","Sat May 24 05:21:07 GMT 2025","","Location","",""
"","1891","Submitting form with credentials","","Sat May 24 05:20:39 GMT 2025","passed","Sat May 24 05:20:41 GMT 2025","","Example feature","",""
"","117","finds element by class name regex","Assertions","Sat May 24 05:21:01 GMT 2025","passed","Sat May 24 05:21:02 GMT 2025","","Explicit Assertions","",""
"","141",".and() - chain multiple assertions together","Assertions","Sat May 24 05:21:01 GMT 2025","passed","Sat May 24 05:21:01 GMT 2025","","Implicit Assertions","",""
"","226",".rightclick() - right click on a DOM element","","Sat May 24 05:20:51 GMT 2025","passed","Sat May 24 05:20:52 GMT 2025","","Actions","",""
"","107","cy.url() - get the current URL","","Sat May 24 05:21:07 GMT 2025","passed","Sat May 24 05:21:07 GMT 2025","","Location","",""
"","126","pass your own callback function to should()","Assertions","Sat May 24 05:21:01 GMT 2025","passed","Sat May 24 05:21:01 GMT 2025","","Explicit Assertions","",""
"","978",".select() - select an option in a <select> element","","Sat May 24 05:20:53 GMT 2025","passed","Sat May 24 05:20:54 GMT 2025","","Actions","",""
"","413","can add new todo items","","Sat May 24 05:20:44 GMT 2025","passed","Sat May 24 05:20:45 GMT 2025","","example to-do app","",""
"","2189","cy.scrollTo() - scroll the window or element to a position","","Sat May 24 05:20:55 GMT 2025","passed","Sat May 24 05:20:57 GMT 2025","","Actions","",""
"","373","displays two todo items by default","","Sat May 24 05:20:44 GMT 2025","passed","Sat May 24 05:20:44 GMT 2025","","example to-do app","",""
"","1578","retries the should callback until assertions pass","Assertions","Sat May 24 05:21:02 GMT 2025","passed","Sat May 24 05:21:03 GMT 2025","","Explicit Assertions","",""
"","275","can delete all completed tasks","example to-do app","Sat May 24 05:20:45 GMT 2025","passed","Sat May 24 05:20:46 GMT 2025","","with a checked task","",""
"","196","can check off an item as completed","","Sat May 24 05:20:45 GMT 2025","passed","Sat May 24 05:20:45 GMT 2025","","example to-do app","",""
"","125",".scrollIntoView() - scroll an element into view","","Sat May 24 05:20:54 GMT 2025","passed","Sat May 24 05:20:55 GMT 2025","","Actions","",""
"","913",".check() - check a checkbox or radio element","","Sat May 24 05:20:52 GMT 2025","passed","Sat May 24 05:20:52 GMT 2025","","Actions","",""
"","924",".uncheck() - uncheck a checkbox element","","Sat May 24 05:20:53 GMT 2025","passed","Sat May 24 05:20:53 GMT 2025","","Actions","",""
"","282","can filter for completed tasks","example to-do app","Sat May 24 05:20:45 GMT 2025","passed","Sat May 24 05:20:45 GMT 2025","","with a checked task","",""
"","106","cy.location() - get window.location","","Sat May 24 05:21:07 GMT 2025","passed","Sat May 24 05:21:07 GMT 2025","","Location","",""
"","2962","cy.viewport() - set the viewport size and dimension","","Sat May 24 05:21:15 GMT 2025","passed","Sat May 24 05:21:18 GMT 2025","","Viewport","",""
"","377","cy.visit() - visit a remote url","","Sat May 24 05:21:11 GMT 2025","passed","Sat May 24 05:21:11 GMT 2025","","Navigation","",""
"","326",".should() - make an assertion about the current subject","Assertions","Sat May 24 05:21:01 GMT 2025","passed","Sat May 24 05:21:01 GMT 2025","","Implicit Assertions","",""
"","436","cy.reload() - reload the page","","Sat May 24 05:21:11 GMT 2025","passed","Sat May 24 05:21:11 GMT 2025","","Navigation","",""
