"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Dec 16 05:14:23 GMT 2023","Sat Dec 16 05:14:23 GMT 2023","201","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Sat Dec 16 05:14:23 GMT 2023","Sat Dec 16 05:14:23 GMT 2023","217","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Sat Dec 16 05:14:16 GMT 2023","Sat Dec 16 05:14:16 GMT 2023","348","","example to-do app","","","","displays two todo items by default",""
"passed","Sat Dec 16 05:14:11 GMT 2023","Sat Dec 16 05:14:13 GMT 2023","1865","","Example feature","","","","Submitting form with credentials",""
"passed","Sat Dec 16 05:14:56 GMT 2023","Sat Dec 16 05:14:57 GMT 2023","539","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Sat Dec 16 05:14:23 GMT 2023","Sat Dec 16 05:14:24 GMT 2023","889","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Sat Dec 16 05:14:38 GMT 2023","Sat Dec 16 05:14:39 GMT 2023","98","","Location","","","","cy.url() - get the current URL",""
"passed","Sat Dec 16 05:14:33 GMT 2023","Sat Dec 16 05:14:33 GMT 2023","96","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sat Dec 16 05:14:33 GMT 2023","Sat Dec 16 05:14:33 GMT 2023","104","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sat Dec 16 05:14:26 GMT 2023","Sat Dec 16 05:14:27 GMT 2023","159","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sat Dec 16 05:14:25 GMT 2023","Sat Dec 16 05:14:26 GMT 2023","939","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Sat Dec 16 05:14:21 GMT 2023","Sat Dec 16 05:14:23 GMT 2023","2430","","Actions","","","",".click() - click on a DOM element",""
"passed","Sat Dec 16 05:14:46 GMT 2023","Sat Dec 16 05:14:49 GMT 2023","2872","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sat Dec 16 05:14:33 GMT 2023","Sat Dec 16 05:14:33 GMT 2023","110","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sat Dec 16 05:14:38 GMT 2023","Sat Dec 16 05:14:38 GMT 2023","264","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Sat Dec 16 05:14:42 GMT 2023","Sat Dec 16 05:14:42 GMT 2023","438","","Navigation","","","","cy.reload() - reload the page",""
"passed","Sat Dec 16 05:14:24 GMT 2023","Sat Dec 16 05:14:25 GMT 2023","913","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sat Dec 16 05:14:17 GMT 2023","Sat Dec 16 05:14:18 GMT 2023","279","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sat Dec 16 05:14:33 GMT 2023","Sat Dec 16 05:14:33 GMT 2023","99","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sat Dec 16 05:14:16 GMT 2023","Sat Dec 16 05:14:17 GMT 2023","404","","example to-do app","","","","can add new todo items",""
"passed","Sat Dec 16 05:14:33 GMT 2023","Sat Dec 16 05:14:34 GMT 2023","89","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sat Dec 16 05:14:17 GMT 2023","Sat Dec 16 05:14:17 GMT 2023","282","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sat Dec 16 05:14:18 GMT 2023","Sat Dec 16 05:14:18 GMT 2023","267","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sat Dec 16 05:14:32 GMT 2023","Sat Dec 16 05:14:33 GMT 2023","367","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sat Dec 16 05:14:42 GMT 2023","Sat Dec 16 05:14:43 GMT 2023","337","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Sat Dec 16 05:14:26 GMT 2023","Sat Dec 16 05:14:26 GMT 2023","219","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sat Dec 16 05:14:52 GMT 2023","Sat Dec 16 05:14:56 GMT 2023","4519","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sat Dec 16 05:14:38 GMT 2023","Sat Dec 16 05:14:38 GMT 2023","102","","Location","","","","cy.location() - get window.location",""
"passed","Sat Dec 16 05:14:27 GMT 2023","Sat Dec 16 05:14:29 GMT 2023","2117","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sat Dec 16 05:14:33 GMT 2023","Sat Dec 16 05:14:33 GMT 2023","116","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sat Dec 16 05:14:17 GMT 2023","Sat Dec 16 05:14:17 GMT 2023","210","","example to-do app","","","","can check off an item as completed",""
"passed","Sat Dec 16 05:14:41 GMT 2023","Sat Dec 16 05:14:42 GMT 2023","898","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sat Dec 16 05:14:34 GMT 2023","Sat Dec 16 05:14:35 GMT 2023","1579","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sat Dec 16 05:14:33 GMT 2023","Sat Dec 16 05:14:33 GMT 2023","105","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
