"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","214",".scrollIntoView() - scroll an element into view","","2026-08-03","passed","2026-08-03","","Actions","",""
"","87","cy.url() - get the current URL","","2026-08-03","passed","2026-08-03","","Location","",""
"","354",".should() - make an assertion about the current subject","Assertions","2026-08-03","passed","2026-08-03","","Implicit Assertions","",""
"","2457",".click() - click on a DOM element","","2026-08-03","passed","2026-08-03","","Actions","",""
"","472","cy.wait() - wait for a specific route","","2026-08-03","passed","2026-08-03","","Waiting","",""
"","203",".rightclick() - right click on a DOM element","","2026-08-03","passed","2026-08-03","","Actions","",""
"","93","can throw any error","Assertions","2026-08-03","passed","2026-08-03","","Explicit Assertions","",""
"","213",".dblclick() - double click on a DOM element","","2026-08-03","passed","2026-08-03","","Actions","",""
"","1586","retries the should callback until assertions pass","Assertions","2026-08-03","passed","2026-08-03","","Explicit Assertions","",""
"","304","can filter for completed tasks","example to-do app","2026-08-03","passed","2026-08-03","","with a checked task","",""
"","899",".check() - check a checkbox or radio element","","2026-08-03","passed","2026-08-03","","Actions","",""
"","332","cy.visit() - visit a remote url","","2026-08-03","passed","2026-08-03","","Navigation","",""
"","1003",".select() - select an option in a <select> element","","2026-08-03","passed","2026-08-03","","Actions","",""
"","282","can filter for uncompleted tasks","example to-do app","2026-08-03","passed","2026-08-03","","with a checked task","",""
"","107","matches unknown text between two elements","Assertions","2026-08-03","passed","2026-08-03","","Explicit Assertions","",""
"","4536","cy.wait() - wait for a specific amount of time","","2026-08-03","passed","2026-08-03","","Waiting","",""
"","215",".trigger() - trigger an event on a DOM element","","2026-08-03","passed","2026-08-03","","Actions","",""
"","2911","cy.viewport() - set the viewport size and dimension","","2026-08-03","passed","2026-08-03","","Viewport","",""
"","955","cy.go() - go back or forward in the browser's history","","2026-08-03","passed","2026-08-03","","Navigation","",""
"","89","assert - assert shape of an object","Assertions","2026-08-03","passed","2026-08-03","","Explicit Assertions","",""
"","404","can add new todo items","","2026-08-03","passed","2026-08-03","","example to-do app","",""
"","272","can delete all completed tasks","example to-do app","2026-08-03","passed","2026-08-03","","with a checked task","",""
"","415","cy.reload() - reload the page","","2026-08-03","passed","2026-08-03","","Navigation","",""
"","120",".and() - chain multiple assertions together","Assertions","2026-08-03","passed","2026-08-03","","Implicit Assertions","",""
"","1941","Submitting form with credentials","","2026-08-03","passed","2026-08-03","","Example feature","",""
"","100","cy.location() - get window.location","","2026-08-03","passed","2026-08-03","","Location","",""
"","99","pass your own callback function to should()","Assertions","2026-08-03","passed","2026-08-03","","Explicit Assertions","",""
"","401","displays two todo items by default","","2026-08-03","passed","2026-08-03","","example to-do app","",""
"","294","cy.hash() - get the current URL hash","","2026-08-03","passed","2026-08-03","","Location","",""
"","104","finds element by class name regex","Assertions","2026-08-03","passed","2026-08-03","","Explicit Assertions","",""
"","2239","cy.scrollTo() - scroll the window or element to a position","","2026-08-03","passed","2026-08-03","","Actions","",""
"","109","expect - make an assertion about a specified subject","Assertions","2026-08-03","passed","2026-08-03","","Explicit Assertions","",""
"","192","can check off an item as completed","","2026-08-03","passed","2026-08-03","","example to-do app","",""
"","932",".uncheck() - uncheck a checkbox element","","2026-08-03","passed","2026-08-03","","Actions","",""
