"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1905","Submitting form with credentials","","Wed Dec 11 05:19:38 GMT 2024","passed","Wed Dec 11 05:19:40 GMT 2024","","Example feature","",""
"","408","cy.reload() - reload the page","","Wed Dec 11 05:20:10 GMT 2024","passed","Wed Dec 11 05:20:10 GMT 2024","","Navigation","",""
"","200","can check off an item as completed","","Wed Dec 11 05:19:44 GMT 2024","passed","Wed Dec 11 05:19:44 GMT 2024","","example to-do app","",""
"","409","cy.wait() - wait for a specific route","","Wed Dec 11 05:20:24 GMT 2024","passed","Wed Dec 11 05:20:25 GMT 2024","","Waiting","",""
"","367","displays two todo items by default","","Wed Dec 11 05:19:43 GMT 2024","passed","Wed Dec 11 05:19:43 GMT 2024","","example to-do app","",""
"","119","finds element by class name regex","Assertions","Wed Dec 11 05:20:01 GMT 2024","passed","Wed Dec 11 05:20:01 GMT 2024","","Explicit Assertions","",""
"","93","cy.url() - get the current URL","","Wed Dec 11 05:20:06 GMT 2024","passed","Wed Dec 11 05:20:07 GMT 2024","","Location","",""
"","922","cy.go() - go back or forward in the browser's history","","Wed Dec 11 05:20:09 GMT 2024","passed","Wed Dec 11 05:20:10 GMT 2024","","Navigation","",""
"","2893","cy.viewport() - set the viewport size and dimension","","Wed Dec 11 05:20:14 GMT 2024","passed","Wed Dec 11 05:20:17 GMT 2024","","Viewport","",""
"","281","can filter for uncompleted tasks","example to-do app","Wed Dec 11 05:19:44 GMT 2024","passed","Wed Dec 11 05:19:44 GMT 2024","","with a checked task","",""
"","99","can throw any error","Assertions","Wed Dec 11 05:20:01 GMT 2024","passed","Wed Dec 11 05:20:01 GMT 2024","","Explicit Assertions","",""
"","244",".rightclick() - right click on a DOM element","","Wed Dec 11 05:19:51 GMT 2024","passed","Wed Dec 11 05:19:51 GMT 2024","","Actions","",""
"","4535","cy.wait() - wait for a specific amount of time","","Wed Dec 11 05:20:20 GMT 2024","passed","Wed Dec 11 05:20:24 GMT 2024","","Waiting","",""
"","414","can add new todo items","","Wed Dec 11 05:19:43 GMT 2024","passed","Wed Dec 11 05:19:44 GMT 2024","","example to-do app","",""
"","350",".should() - make an assertion about the current subject","Assertions","Wed Dec 11 05:20:00 GMT 2024","passed","Wed Dec 11 05:20:01 GMT 2024","","Implicit Assertions","",""
"","182",".scrollIntoView() - scroll an element into view","","Wed Dec 11 05:19:54 GMT 2024","passed","Wed Dec 11 05:19:54 GMT 2024","","Actions","",""
"","105","expect - make an assertion about a specified subject","Assertions","Wed Dec 11 05:20:01 GMT 2024","passed","Wed Dec 11 05:20:01 GMT 2024","","Explicit Assertions","",""
"","245",".dblclick() - double click on a DOM element","","Wed Dec 11 05:19:50 GMT 2024","passed","Wed Dec 11 05:19:51 GMT 2024","","Actions","",""
"","117",".and() - chain multiple assertions together","Assertions","Wed Dec 11 05:20:01 GMT 2024","passed","Wed Dec 11 05:20:01 GMT 2024","","Implicit Assertions","",""
"","270","cy.hash() - get the current URL hash","","Wed Dec 11 05:20:06 GMT 2024","passed","Wed Dec 11 05:20:06 GMT 2024","","Location","",""
"","2525",".click() - click on a DOM element","","Wed Dec 11 05:19:48 GMT 2024","passed","Wed Dec 11 05:19:50 GMT 2024","","Actions","",""
"","114","pass your own callback function to should()","Assertions","Wed Dec 11 05:20:01 GMT 2024","passed","Wed Dec 11 05:20:01 GMT 2024","","Explicit Assertions","",""
"","2212","cy.scrollTo() - scroll the window or element to a position","","Wed Dec 11 05:19:54 GMT 2024","passed","Wed Dec 11 05:19:56 GMT 2024","","Actions","",""
"","98","cy.location() - get window.location","","Wed Dec 11 05:20:06 GMT 2024","passed","Wed Dec 11 05:20:06 GMT 2024","","Location","",""
"","987",".check() - check a checkbox or radio element","","Wed Dec 11 05:19:51 GMT 2024","passed","Wed Dec 11 05:19:52 GMT 2024","","Actions","",""
"","205",".trigger() - trigger an event on a DOM element","","Wed Dec 11 05:19:54 GMT 2024","passed","Wed Dec 11 05:19:54 GMT 2024","","Actions","",""
"","954",".uncheck() - uncheck a checkbox element","","Wed Dec 11 05:19:52 GMT 2024","passed","Wed Dec 11 05:19:53 GMT 2024","","Actions","",""
"","106","matches unknown text between two elements","Assertions","Wed Dec 11 05:20:01 GMT 2024","passed","Wed Dec 11 05:20:01 GMT 2024","","Explicit Assertions","",""
"","1050",".select() - select an option in a <select> element","","Wed Dec 11 05:19:53 GMT 2024","passed","Wed Dec 11 05:19:54 GMT 2024","","Actions","",""
"","102","assert - assert shape of an object","Assertions","Wed Dec 11 05:20:01 GMT 2024","passed","Wed Dec 11 05:20:01 GMT 2024","","Explicit Assertions","",""
"","319","cy.visit() - visit a remote url","","Wed Dec 11 05:20:10 GMT 2024","passed","Wed Dec 11 05:20:11 GMT 2024","","Navigation","",""
"","1581","retries the should callback until assertions pass","Assertions","Wed Dec 11 05:20:01 GMT 2024","passed","Wed Dec 11 05:20:03 GMT 2024","","Explicit Assertions","",""
"","281","can filter for completed tasks","example to-do app","Wed Dec 11 05:19:44 GMT 2024","passed","Wed Dec 11 05:19:44 GMT 2024","","with a checked task","",""
"","269","can delete all completed tasks","example to-do app","Wed Dec 11 05:19:44 GMT 2024","passed","Wed Dec 11 05:19:45 GMT 2024","","with a checked task","",""
