"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 05 05:14:49 GMT 2023","Tue Sep 05 05:14:50 GMT 2023","143","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Tue Sep 05 05:14:49 GMT 2023","Tue Sep 05 05:14:49 GMT 2023","193","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Tue Sep 05 05:14:56 GMT 2023","Tue Sep 05 05:14:56 GMT 2023","357","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Tue Sep 05 05:14:34 GMT 2023","Tue Sep 05 05:14:34 GMT 2023","317","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Tue Sep 05 05:14:33 GMT 2023","Tue Sep 05 05:14:34 GMT 2023","308","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Tue Sep 05 05:14:38 GMT 2023","Tue Sep 05 05:14:39 GMT 2023","450","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Tue Sep 05 05:14:34 GMT 2023","Tue Sep 05 05:14:35 GMT 2023","1158","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Tue Sep 05 05:14:49 GMT 2023","Tue Sep 05 05:14:49 GMT 2023","176","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Tue Sep 05 05:15:01 GMT 2023","Tue Sep 05 05:15:01 GMT 2023","566","","Navigation","","","","cy.reload() - reload the page",""
"passed","Tue Sep 05 05:14:50 GMT 2023","Tue Sep 05 05:14:51 GMT 2023","1643","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Tue Sep 05 05:14:24 GMT 2023","Tue Sep 05 05:14:25 GMT 2023","496","","example to-do app","","","","can add new todo items",""
"passed","Tue Sep 05 05:14:35 GMT 2023","Tue Sep 05 05:14:36 GMT 2023","1206","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Tue Sep 05 05:14:48 GMT 2023","Tue Sep 05 05:14:49 GMT 2023","215","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Tue Sep 05 05:14:56 GMT 2023","Tue Sep 05 05:14:56 GMT 2023","179","","Location","","","","cy.location() - get window.location",""
"passed","Tue Sep 05 05:14:39 GMT 2023","Tue Sep 05 05:14:41 GMT 2023","2520","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Tue Sep 05 05:14:25 GMT 2023","Tue Sep 05 05:14:25 GMT 2023","302","","example to-do app","","","","can check off an item as completed",""
"passed","Tue Sep 05 05:14:38 GMT 2023","Tue Sep 05 05:14:38 GMT 2023","407","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Tue Sep 05 05:14:25 GMT 2023","Tue Sep 05 05:14:26 GMT 2023","393","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Tue Sep 05 05:14:49 GMT 2023","Tue Sep 05 05:14:49 GMT 2023","175","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Tue Sep 05 05:14:30 GMT 2023","Tue Sep 05 05:14:33 GMT 2023","2835","","Actions","","","",".click() - click on a DOM element",""
"passed","Tue Sep 05 05:14:24 GMT 2023","Tue Sep 05 05:14:24 GMT 2023","579","","example to-do app","","","","displays two todo items by default",""
"passed","Tue Sep 05 05:15:06 GMT 2023","Tue Sep 05 05:15:09 GMT 2023","3124","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Tue Sep 05 05:14:48 GMT 2023","Tue Sep 05 05:14:48 GMT 2023","477","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Tue Sep 05 05:14:17 GMT 2023","Tue Sep 05 05:14:19 GMT 2023","2401","","Example feature","","","","Submitting form with credentials",""
"passed","Tue Sep 05 05:15:00 GMT 2023","Tue Sep 05 05:15:01 GMT 2023","1106","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Tue Sep 05 05:15:01 GMT 2023","Tue Sep 05 05:15:02 GMT 2023","512","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Tue Sep 05 05:14:56 GMT 2023","Tue Sep 05 05:14:56 GMT 2023","140","","Location","","","","cy.url() - get the current URL",""
"passed","Tue Sep 05 05:14:36 GMT 2023","Tue Sep 05 05:14:38 GMT 2023","1542","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Tue Sep 05 05:14:48 GMT 2023","Tue Sep 05 05:14:48 GMT 2023","210","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Tue Sep 05 05:14:26 GMT 2023","Tue Sep 05 05:14:26 GMT 2023","402","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Tue Sep 05 05:15:18 GMT 2023","Tue Sep 05 05:15:19 GMT 2023","646","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Tue Sep 05 05:14:49 GMT 2023","Tue Sep 05 05:14:49 GMT 2023","195","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Tue Sep 05 05:15:13 GMT 2023","Tue Sep 05 05:15:18 GMT 2023","4724","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Tue Sep 05 05:14:26 GMT 2023","Tue Sep 05 05:14:26 GMT 2023","377","example to-do app","with a checked task","","","","can delete all completed tasks",""
