"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 28 15:26:47 GMT 2023","Sun May 28 15:26:48 GMT 2023","353","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun May 28 15:27:20 GMT 2023","Sun May 28 15:27:21 GMT 2023","505","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Sun May 28 15:27:08 GMT 2023","Sun May 28 15:27:08 GMT 2023","157","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun May 28 15:26:46 GMT 2023","Sun May 28 15:26:46 GMT 2023","540","","example to-do app","","","","displays two todo items by default",""
"passed","Sun May 28 15:27:15 GMT 2023","Sun May 28 15:27:15 GMT 2023","119","","Location","","","","cy.url() - get the current URL",""
"passed","Sun May 28 15:27:15 GMT 2023","Sun May 28 15:27:15 GMT 2023","162","","Location","","","","cy.location() - get window.location",""
"passed","Sun May 28 15:27:25 GMT 2023","Sun May 28 15:27:28 GMT 2023","3128","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun May 28 15:27:08 GMT 2023","Sun May 28 15:27:09 GMT 2023","163","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun May 28 15:27:15 GMT 2023","Sun May 28 15:27:15 GMT 2023","359","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Sun May 28 15:27:09 GMT 2023","Sun May 28 15:27:09 GMT 2023","168","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun May 28 15:26:48 GMT 2023","Sun May 28 15:26:48 GMT 2023","365","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun May 28 15:27:08 GMT 2023","Sun May 28 15:27:08 GMT 2023","173","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun May 28 15:26:56 GMT 2023","Sun May 28 15:26:57 GMT 2023","1059","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Sun May 28 15:27:33 GMT 2023","Sun May 28 15:27:37 GMT 2023","4736","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun May 28 15:26:47 GMT 2023","Sun May 28 15:26:47 GMT 2023","392","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun May 28 15:27:38 GMT 2023","Sun May 28 15:27:38 GMT 2023","494","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Sun May 28 15:26:58 GMT 2023","Sun May 28 15:26:59 GMT 2023","1118","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Sun May 28 15:27:20 GMT 2023","Sun May 28 15:27:20 GMT 2023","507","","Navigation","","","","cy.reload() - reload the page",""
"passed","Sun May 28 15:27:00 GMT 2023","Sun May 28 15:27:02 GMT 2023","2198","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun May 28 15:26:55 GMT 2023","Sun May 28 15:26:56 GMT 2023","299","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Sun May 28 15:26:52 GMT 2023","Sun May 28 15:26:55 GMT 2023","2819","","Actions","","","",".click() - click on a DOM element",""
"passed","Sun May 28 15:27:09 GMT 2023","Sun May 28 15:27:10 GMT 2023","1621","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun May 28 15:26:39 GMT 2023","Sun May 28 15:26:41 GMT 2023","2147","","Feature name","","","","<unamed scenario>",""
"passed","Sun May 28 15:26:59 GMT 2023","Sun May 28 15:27:00 GMT 2023","276","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sun May 28 15:26:57 GMT 2023","Sun May 28 15:26:58 GMT 2023","1217","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun May 28 15:26:55 GMT 2023","Sun May 28 15:26:55 GMT 2023","289","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Sun May 28 15:26:59 GMT 2023","Sun May 28 15:26:59 GMT 2023","235","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun May 28 15:27:08 GMT 2023","Sun May 28 15:27:08 GMT 2023","158","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun May 28 15:27:07 GMT 2023","Sun May 28 15:27:07 GMT 2023","474","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun May 28 15:26:47 GMT 2023","Sun May 28 15:26:47 GMT 2023","284","","example to-do app","","","","can check off an item as completed",""
"passed","Sun May 28 15:27:19 GMT 2023","Sun May 28 15:27:20 GMT 2023","1050","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun May 28 15:27:07 GMT 2023","Sun May 28 15:27:08 GMT 2023","181","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun May 28 15:27:08 GMT 2023","Sun May 28 15:27:08 GMT 2023","154","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun May 28 15:26:46 GMT 2023","Sun May 28 15:26:47 GMT 2023","494","","example to-do app","","","","can add new todo items",""
