"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 11:55:05 GMT 2023","Thu Apr 06 11:55:05 GMT 2023","755","","Querying","","","","best practices - selecting elements",""
"passed","Thu Apr 06 11:55:31 GMT 2023","Thu Apr 06 11:55:31 GMT 2023","182","","Traversal","","","",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"passed","Thu Apr 06 11:55:32 GMT 2023","Thu Apr 06 11:55:32 GMT 2023","166","","Traversal","","","",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Thu Apr 06 11:53:49 GMT 2023","Thu Apr 06 11:53:50 GMT 2023","161","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Thu Apr 06 11:55:47 GMT 2023","Thu Apr 06 11:55:50 GMT 2023","3038","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Thu Apr 06 11:54:37 GMT 2023","Thu Apr 06 11:54:37 GMT 2023","296","","Misc","","","","cy.exec() - execute a system command",""
"passed","Thu Apr 06 11:55:31 GMT 2023","Thu Apr 06 11:55:31 GMT 2023","146","","Traversal","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Thu Apr 06 11:55:40 GMT 2023","Thu Apr 06 11:55:41 GMT 2023","1129","","Utilities","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Thu Apr 06 11:53:49 GMT 2023","Thu Apr 06 11:53:49 GMT 2023","164","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Thu Apr 06 11:53:29 GMT 2023","Thu Apr 06 11:53:29 GMT 2023","227","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Thu Apr 06 11:54:47 GMT 2023","Thu Apr 06 11:54:47 GMT 2023","439","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Thu Apr 06 11:55:31 GMT 2023","Thu Apr 06 11:55:31 GMT 2023","147","","Traversal","","","",".parents() - get parent DOM elements from DOM elements",""
"passed","Thu Apr 06 11:53:21 GMT 2023","Thu Apr 06 11:53:22 GMT 2023","457","","Actions","","","",".blur() - blur off a DOM element",""
"passed","Thu Apr 06 11:53:49 GMT 2023","Thu Apr 06 11:53:49 GMT 2023","132","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Thu Apr 06 11:54:36 GMT 2023","Thu Apr 06 11:54:37 GMT 2023","526","","Misc","","","",".end() - end the command chain",""
"passed","Thu Apr 06 11:55:21 GMT 2023","Thu Apr 06 11:55:22 GMT 2023","624","","Local Storage / Session Storage","","","","cy.clearLocalStorage() - clear all data in localStorage for the current origin",""
"passed","Thu Apr 06 11:53:42 GMT 2023","Thu Apr 06 11:53:42 GMT 2023","585","","Aliasing","","","",".as() - alias a route for later use",""
"passed","Thu Apr 06 11:55:29 GMT 2023","Thu Apr 06 11:55:29 GMT 2023","154","","Traversal","","","",".closest() - get closest ancestor DOM element",""
"passed","Thu Apr 06 11:54:30 GMT 2023","Thu Apr 06 11:54:30 GMT 2023","338","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Thu Apr 06 11:55:30 GMT 2023","Thu Apr 06 11:55:30 GMT 2023","166","","Traversal","","","",".last() - get last DOM element",""
"passed","Thu Apr 06 11:55:31 GMT 2023","Thu Apr 06 11:55:32 GMT 2023","171","","Traversal","","","",".prev() - get previous sibling DOM element",""
"passed","Thu Apr 06 11:55:04 GMT 2023","Thu Apr 06 11:55:04 GMT 2023","380","","Querying","","","","cy.get() - query DOM elements",""
"passed","Thu Apr 06 11:54:55 GMT 2023","Thu Apr 06 11:54:56 GMT 2023","373","","Network Requests","","","","cy.request() - save response in the shared test context",""
"passed","Thu Apr 06 11:55:14 GMT 2023","Thu Apr 06 11:55:15 GMT 2023","227","","Spies, Stubs, and Clock","","","","cy.clock() - control time in the browser",""
"passed","Thu Apr 06 11:53:58 GMT 2023","Thu Apr 06 11:53:58 GMT 2023","149","","Connectors","","","",".its() - get properties on the current subject",""
"passed","Thu Apr 06 11:54:54 GMT 2023","Thu Apr 06 11:54:54 GMT 2023","625","","Network Requests","","","","cy.request() - make an XHR request",""
"passed","Thu Apr 06 11:54:24 GMT 2023","Thu Apr 06 11:54:24 GMT 2023","314","","Files","","","","cy.writeFile() - write to a file",""
"passed","Thu Apr 06 11:54:37 GMT 2023","Thu Apr 06 11:54:37 GMT 2023","118","","Misc","","","","cy.wrap() - wrap an object",""
"passed","Thu Apr 06 11:55:32 GMT 2023","Thu Apr 06 11:55:32 GMT 2023","114","","Traversal","","","",".siblings() - get all sibling DOM elements",""
"passed","Thu Apr 06 11:55:30 GMT 2023","Thu Apr 06 11:55:30 GMT 2023","138","","Traversal","","","",".first() - get first DOM element",""
"passed","Thu Apr 06 11:55:29 GMT 2023","Thu Apr 06 11:55:29 GMT 2023","379","","Traversal","","","",".children() - get child DOM elements",""
"passed","Thu Apr 06 11:55:39 GMT 2023","Thu Apr 06 11:55:40 GMT 2023","315","","Utilities","","","","Cypress.Blob - blob utilities and base64 string conversion",""
"passed","Thu Apr 06 11:54:17 GMT 2023","Thu Apr 06 11:54:17 GMT 2023","129","","Cypress.spec","","","","Get current spec information",""
"passed","Thu Apr 06 11:55:23 GMT 2023","Thu Apr 06 11:55:23 GMT 2023","247","","Local Storage / Session Storage","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Thu Apr 06 11:54:39 GMT 2023","Thu Apr 06 11:54:39 GMT 2023","147","Misc","Cypress.Screenshot","","","","Cypress.Screenshot.defaults() - change default config of screenshots",""
"passed","Thu Apr 06 11:56:09 GMT 2023","Thu Apr 06 11:56:09 GMT 2023","116","","Window","","","","cy.title() - get the title",""
"passed","Thu Apr 06 11:55:39 GMT 2023","Thu Apr 06 11:55:39 GMT 2023","239","","Utilities","","","","Cypress.$ - call a jQuery method",""
"passed","Thu Apr 06 11:53:26 GMT 2023","Thu Apr 06 11:53:26 GMT 2023","293","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Thu Apr 06 11:53:58 GMT 2023","Thu Apr 06 11:53:58 GMT 2023","366","","Connectors","","","",".each() - iterate over an array of elements",""
