"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","156",".trigger() - trigger an event on a DOM element","","Sun Dec 15 05:19:10 GMT 2024","passed","Sun Dec 15 05:19:10 GMT 2024","","Actions","",""
"","919",".uncheck() - uncheck a checkbox element","","Sun Dec 15 05:19:08 GMT 2024","passed","Sun Dec 15 05:19:09 GMT 2024","","Actions","",""
"","2273","Submitting form with credentials","","Sun Dec 15 05:18:53 GMT 2024","passed","Sun Dec 15 05:18:55 GMT 2024","","Example feature","",""
"","634","cy.wait() - wait for a specific route","","Sun Dec 15 05:19:41 GMT 2024","passed","Sun Dec 15 05:19:41 GMT 2024","","Waiting","",""
"","276","can delete all completed tasks","example to-do app","Sun Dec 15 05:19:01 GMT 2024","passed","Sun Dec 15 05:19:01 GMT 2024","","with a checked task","",""
"","199","can check off an item as completed","","Sun Dec 15 05:19:00 GMT 2024","passed","Sun Dec 15 05:19:00 GMT 2024","","example to-do app","",""
"","1589","retries the should callback until assertions pass","Assertions","Sun Dec 15 05:19:17 GMT 2024","passed","Sun Dec 15 05:19:19 GMT 2024","","Explicit Assertions","",""
"","129",".and() - chain multiple assertions together","Assertions","Sun Dec 15 05:19:16 GMT 2024","passed","Sun Dec 15 05:19:16 GMT 2024","","Implicit Assertions","",""
"","4604","cy.wait() - wait for a specific amount of time","","Sun Dec 15 05:19:36 GMT 2024","passed","Sun Dec 15 05:19:41 GMT 2024","","Waiting","",""
"","2518",".click() - click on a DOM element","","Sun Dec 15 05:19:04 GMT 2024","passed","Sun Dec 15 05:19:06 GMT 2024","","Actions","",""
"","104","cy.location() - get window.location","","Sun Dec 15 05:19:22 GMT 2024","passed","Sun Dec 15 05:19:22 GMT 2024","","Location","",""
"","2142","cy.scrollTo() - scroll the window or element to a position","","Sun Dec 15 05:19:10 GMT 2024","passed","Sun Dec 15 05:19:12 GMT 2024","","Actions","",""
"","222",".rightclick() - right click on a DOM element","","Sun Dec 15 05:19:07 GMT 2024","passed","Sun Dec 15 05:19:07 GMT 2024","","Actions","",""
"","286","can filter for uncompleted tasks","example to-do app","Sun Dec 15 05:19:00 GMT 2024","passed","Sun Dec 15 05:19:00 GMT 2024","","with a checked task","",""
"","98","can throw any error","Assertions","Sun Dec 15 05:19:17 GMT 2024","passed","Sun Dec 15 05:19:17 GMT 2024","","Explicit Assertions","",""
"","933",".check() - check a checkbox or radio element","","Sun Dec 15 05:19:07 GMT 2024","passed","Sun Dec 15 05:19:08 GMT 2024","","Actions","",""
"","366","cy.visit() - visit a remote url","","Sun Dec 15 05:19:26 GMT 2024","passed","Sun Dec 15 05:19:27 GMT 2024","","Navigation","",""
"","112","cy.url() - get the current URL","","Sun Dec 15 05:19:22 GMT 2024","passed","Sun Dec 15 05:19:22 GMT 2024","","Location","",""
"","107","finds element by class name regex","Assertions","Sun Dec 15 05:19:17 GMT 2024","passed","Sun Dec 15 05:19:17 GMT 2024","","Explicit Assertions","",""
"","988",".select() - select an option in a <select> element","","Sun Dec 15 05:19:09 GMT 2024","passed","Sun Dec 15 05:19:10 GMT 2024","","Actions","",""
"","412",".should() - make an assertion about the current subject","Assertions","Sun Dec 15 05:19:16 GMT 2024","passed","Sun Dec 15 05:19:16 GMT 2024","","Implicit Assertions","",""
"","146",".scrollIntoView() - scroll an element into view","","Sun Dec 15 05:19:10 GMT 2024","passed","Sun Dec 15 05:19:10 GMT 2024","","Actions","",""
"","774","displays two todo items by default","","Sun Dec 15 05:18:58 GMT 2024","passed","Sun Dec 15 05:18:59 GMT 2024","","example to-do app","",""
"","2995","cy.viewport() - set the viewport size and dimension","","Sun Dec 15 05:19:30 GMT 2024","passed","Sun Dec 15 05:19:33 GMT 2024","","Viewport","",""
"","295","can filter for completed tasks","example to-do app","Sun Dec 15 05:19:00 GMT 2024","passed","Sun Dec 15 05:19:01 GMT 2024","","with a checked task","",""
"","460","cy.reload() - reload the page","","Sun Dec 15 05:19:26 GMT 2024","passed","Sun Dec 15 05:19:26 GMT 2024","","Navigation","",""
"","102","assert - assert shape of an object","Assertions","Sun Dec 15 05:19:17 GMT 2024","passed","Sun Dec 15 05:19:17 GMT 2024","","Explicit Assertions","",""
"","110","expect - make an assertion about a specified subject","Assertions","Sun Dec 15 05:19:16 GMT 2024","passed","Sun Dec 15 05:19:16 GMT 2024","","Explicit Assertions","",""
"","428","can add new todo items","","Sun Dec 15 05:18:59 GMT 2024","passed","Sun Dec 15 05:19:00 GMT 2024","","example to-do app","",""
"","105","pass your own callback function to should()","Assertions","Sun Dec 15 05:19:16 GMT 2024","passed","Sun Dec 15 05:19:17 GMT 2024","","Explicit Assertions","",""
"","107","matches unknown text between two elements","Assertions","Sun Dec 15 05:19:17 GMT 2024","passed","Sun Dec 15 05:19:17 GMT 2024","","Explicit Assertions","",""
"","1023","cy.go() - go back or forward in the browser's history","","Sun Dec 15 05:19:25 GMT 2024","passed","Sun Dec 15 05:19:26 GMT 2024","","Navigation","",""
"","344","cy.hash() - get the current URL hash","","Sun Dec 15 05:19:22 GMT 2024","passed","Sun Dec 15 05:19:22 GMT 2024","","Location","",""
"","234",".dblclick() - double click on a DOM element","","Sun Dec 15 05:19:06 GMT 2024","passed","Sun Dec 15 05:19:07 GMT 2024","","Actions","",""
