"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 08 05:14:54 GMT 2024","Wed May 08 05:14:55 GMT 2024","924","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Wed May 08 05:15:03 GMT 2024","Wed May 08 05:15:03 GMT 2024","103","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Wed May 08 05:14:56 GMT 2024","Wed May 08 05:14:56 GMT 2024","136","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Wed May 08 05:15:08 GMT 2024","Wed May 08 05:15:08 GMT 2024","267","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Wed May 08 05:14:47 GMT 2024","Wed May 08 05:14:47 GMT 2024","274","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Wed May 08 05:15:03 GMT 2024","Wed May 08 05:15:03 GMT 2024","113","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Wed May 08 05:15:11 GMT 2024","Wed May 08 05:15:12 GMT 2024","920","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Wed May 08 05:14:52 GMT 2024","Wed May 08 05:14:53 GMT 2024","228","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Wed May 08 05:14:47 GMT 2024","Wed May 08 05:14:47 GMT 2024","282","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Wed May 08 05:14:40 GMT 2024","Wed May 08 05:14:42 GMT 2024","1808","","Example feature","","","","Submitting form with credentials",""
"passed","Wed May 08 05:14:56 GMT 2024","Wed May 08 05:14:56 GMT 2024","158","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Wed May 08 05:15:03 GMT 2024","Wed May 08 05:15:03 GMT 2024","115","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Wed May 08 05:14:46 GMT 2024","Wed May 08 05:14:47 GMT 2024","278","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Wed May 08 05:15:03 GMT 2024","Wed May 08 05:15:05 GMT 2024","1594","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Wed May 08 05:14:50 GMT 2024","Wed May 08 05:14:52 GMT 2024","2461","","Actions","","","",".click() - click on a DOM element",""
"passed","Wed May 08 05:15:12 GMT 2024","Wed May 08 05:15:13 GMT 2024","369","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Wed May 08 05:15:27 GMT 2024","Wed May 08 05:15:27 GMT 2024","459","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Wed May 08 05:15:16 GMT 2024","Wed May 08 05:15:19 GMT 2024","2949","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Wed May 08 05:14:55 GMT 2024","Wed May 08 05:14:56 GMT 2024","982","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Wed May 08 05:15:12 GMT 2024","Wed May 08 05:15:12 GMT 2024","436","","Navigation","","","","cy.reload() - reload the page",""
"passed","Wed May 08 05:14:53 GMT 2024","Wed May 08 05:14:53 GMT 2024","212","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Wed May 08 05:15:03 GMT 2024","Wed May 08 05:15:03 GMT 2024","106","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Wed May 08 05:14:45 GMT 2024","Wed May 08 05:14:46 GMT 2024","380","","example to-do app","","","","displays two todo items by default",""
"passed","Wed May 08 05:14:46 GMT 2024","Wed May 08 05:14:46 GMT 2024","200","","example to-do app","","","","can check off an item as completed",""
"passed","Wed May 08 05:15:02 GMT 2024","Wed May 08 05:15:03 GMT 2024","347","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Wed May 08 05:15:08 GMT 2024","Wed May 08 05:15:08 GMT 2024","107","","Location","","","","cy.location() - get window.location",""
"passed","Wed May 08 05:15:03 GMT 2024","Wed May 08 05:15:03 GMT 2024","109","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Wed May 08 05:14:53 GMT 2024","Wed May 08 05:14:54 GMT 2024","922","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Wed May 08 05:14:56 GMT 2024","Wed May 08 05:14:58 GMT 2024","2152","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Wed May 08 05:14:46 GMT 2024","Wed May 08 05:14:46 GMT 2024","396","","example to-do app","","","","can add new todo items",""
"passed","Wed May 08 05:15:22 GMT 2024","Wed May 08 05:15:27 GMT 2024","4518","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Wed May 08 05:15:03 GMT 2024","Wed May 08 05:15:03 GMT 2024","114","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Wed May 08 05:15:03 GMT 2024","Wed May 08 05:15:03 GMT 2024","115","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Wed May 08 05:15:08 GMT 2024","Wed May 08 05:15:09 GMT 2024","89","","Location","","","","cy.url() - get the current URL",""
