"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 02 05:16:34 GMT 2023","Tue May 02 05:16:34 GMT 2023","302","","Spies, Stubs, and Clock","","","","cy.clock() - control time in the browser",""
"passed","Tue May 02 05:15:47 GMT 2023","Tue May 02 05:15:47 GMT 2023","348","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Tue May 02 05:14:59 GMT 2023","Tue May 02 05:14:59 GMT 2023","584","","Aliasing","","","",".as() - alias a DOM element for later use",""
"passed","Tue May 02 05:16:55 GMT 2023","Tue May 02 05:16:55 GMT 2023","283","","Traversal","","","",".prevAll() - get all previous sibling DOM elements",""
"passed","Tue May 02 05:16:23 GMT 2023","Tue May 02 05:16:24 GMT 2023","195","","Querying","","","","cy.root() - query the root DOM element",""
"passed","Tue May 02 05:16:53 GMT 2023","Tue May 02 05:16:53 GMT 2023","301","","Traversal","","","",".nextUntil() - get next sibling DOM elements until next el",""
"passed","Tue May 02 05:15:32 GMT 2023","Tue May 02 05:15:32 GMT 2023","359","","Cypress.Commands","","","",".add() - create a custom command",""
"passed","Tue May 02 05:15:33 GMT 2023","Tue May 02 05:15:33 GMT 2023","199","","Cypress.config()","","","","Get and set configuration options",""
"passed","Tue May 02 05:14:47 GMT 2023","Tue May 02 05:14:47 GMT 2023","215","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Tue May 02 05:16:15 GMT 2023","Tue May 02 05:16:16 GMT 2023","1266","","Network Requests","","","","cy.intercept() - route responses to matching requests",""
"passed","Tue May 02 05:17:23 GMT 2023","Tue May 02 05:17:28 GMT 2023","4863","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Tue May 02 05:17:05 GMT 2023","Tue May 02 05:17:07 GMT 2023","1153","","Utilities","","","","Cypress.Promise - instantiate a bluebird promise",""
"passed","Tue May 02 05:15:40 GMT 2023","Tue May 02 05:15:41 GMT 2023","534","","Files","","","","cy.fixture() - load a fixture",""
"passed","Tue May 02 05:16:14 GMT 2023","Tue May 02 05:16:14 GMT 2023","423","","Network Requests","","","","cy.request() - pass result to the second request",""
"passed","Tue May 02 05:16:43 GMT 2023","Tue May 02 05:16:43 GMT 2023","270","","Local Storage / Session Storage","","","","cy.clearAllSessionStorage() - clear all data in sessionStorage for all origins",""
"passed","Tue May 02 05:15:54 GMT 2023","Tue May 02 05:15:54 GMT 2023","308","","Misc","","","","cy.exec() - execute a system command",""
"passed","Tue May 02 05:17:37 GMT 2023","Tue May 02 05:17:37 GMT 2023","447","","Window","","","","cy.window() - get the global window object",""
