"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","82","cy.url() - get the current URL","","Wed Oct 30 05:19:45 GMT 2024","passed","Wed Oct 30 05:19:45 GMT 2024","","Location","",""
"","979",".select() - select an option in a <select> element","","Wed Oct 30 05:19:32 GMT 2024","passed","Wed Oct 30 05:19:33 GMT 2024","","Actions","",""
"","109","matches unknown text between two elements","Assertions","Wed Oct 30 05:19:40 GMT 2024","passed","Wed Oct 30 05:19:40 GMT 2024","","Explicit Assertions","",""
"","328","displays two todo items by default","","Wed Oct 30 05:19:23 GMT 2024","passed","Wed Oct 30 05:19:23 GMT 2024","","example to-do app","",""
"","2923","cy.viewport() - set the viewport size and dimension","","Wed Oct 30 05:19:53 GMT 2024","passed","Wed Oct 30 05:19:56 GMT 2024","","Viewport","",""
"","97","can throw any error","Assertions","Wed Oct 30 05:19:40 GMT 2024","passed","Wed Oct 30 05:19:40 GMT 2024","","Explicit Assertions","",""
"","105","expect - make an assertion about a specified subject","Assertions","Wed Oct 30 05:19:40 GMT 2024","passed","Wed Oct 30 05:19:40 GMT 2024","","Explicit Assertions","",""
"","910",".uncheck() - uncheck a checkbox element","","Wed Oct 30 05:19:31 GMT 2024","passed","Wed Oct 30 05:19:32 GMT 2024","","Actions","",""
"","275","can filter for uncompleted tasks","example to-do app","Wed Oct 30 05:19:24 GMT 2024","passed","Wed Oct 30 05:19:24 GMT 2024","","with a checked task","",""
"","902","cy.go() - go back or forward in the browser's history","","Wed Oct 30 05:19:48 GMT 2024","passed","Wed Oct 30 05:19:49 GMT 2024","","Navigation","",""
"","117",".and() - chain multiple assertions together","Assertions","Wed Oct 30 05:19:39 GMT 2024","passed","Wed Oct 30 05:19:40 GMT 2024","","Implicit Assertions","",""
"","147",".trigger() - trigger an event on a DOM element","","Wed Oct 30 05:19:33 GMT 2024","passed","Wed Oct 30 05:19:33 GMT 2024","","Actions","",""
"","2450",".click() - click on a DOM element","","Wed Oct 30 05:19:27 GMT 2024","passed","Wed Oct 30 05:19:30 GMT 2024","","Actions","",""
"","451","cy.reload() - reload the page","","Wed Oct 30 05:19:49 GMT 2024","passed","Wed Oct 30 05:19:49 GMT 2024","","Navigation","",""
"","217",".dblclick() - double click on a DOM element","","Wed Oct 30 05:19:30 GMT 2024","passed","Wed Oct 30 05:19:30 GMT 2024","","Actions","",""
"","108","finds element by class name regex","Assertions","Wed Oct 30 05:19:40 GMT 2024","passed","Wed Oct 30 05:19:40 GMT 2024","","Explicit Assertions","",""
"","114","pass your own callback function to should()","Assertions","Wed Oct 30 05:19:40 GMT 2024","passed","Wed Oct 30 05:19:40 GMT 2024","","Explicit Assertions","",""
"","1580","retries the should callback until assertions pass","Assertions","Wed Oct 30 05:19:40 GMT 2024","passed","Wed Oct 30 05:19:42 GMT 2024","","Explicit Assertions","",""
"","195","can check off an item as completed","","Wed Oct 30 05:19:23 GMT 2024","passed","Wed Oct 30 05:19:24 GMT 2024","","example to-do app","",""
"","4517","cy.wait() - wait for a specific amount of time","","Wed Oct 30 05:19:59 GMT 2024","passed","Wed Oct 30 05:20:03 GMT 2024","","Waiting","",""
"","2196","cy.scrollTo() - scroll the window or element to a position","","Wed Oct 30 05:19:33 GMT 2024","passed","Wed Oct 30 05:19:35 GMT 2024","","Actions","",""
"","899",".check() - check a checkbox or radio element","","Wed Oct 30 05:19:30 GMT 2024","passed","Wed Oct 30 05:19:31 GMT 2024","","Actions","",""
"","1745","Submitting form with credentials","","Wed Oct 30 05:19:18 GMT 2024","passed","Wed Oct 30 05:19:20 GMT 2024","","Example feature","",""
"","267","can delete all completed tasks","example to-do app","Wed Oct 30 05:19:24 GMT 2024","passed","Wed Oct 30 05:19:24 GMT 2024","","with a checked task","",""
"","326",".should() - make an assertion about the current subject","Assertions","Wed Oct 30 05:19:39 GMT 2024","passed","Wed Oct 30 05:19:39 GMT 2024","","Implicit Assertions","",""
"","361","cy.visit() - visit a remote url","","Wed Oct 30 05:19:49 GMT 2024","passed","Wed Oct 30 05:19:50 GMT 2024","","Navigation","",""
"","94","assert - assert shape of an object","Assertions","Wed Oct 30 05:19:40 GMT 2024","passed","Wed Oct 30 05:19:40 GMT 2024","","Explicit Assertions","",""
"","456","cy.wait() - wait for a specific route","","Wed Oct 30 05:20:03 GMT 2024","passed","Wed Oct 30 05:20:04 GMT 2024","","Waiting","",""
"","400","can add new todo items","","Wed Oct 30 05:19:23 GMT 2024","passed","Wed Oct 30 05:19:23 GMT 2024","","example to-do app","",""
"","262","cy.hash() - get the current URL hash","","Wed Oct 30 05:19:45 GMT 2024","passed","Wed Oct 30 05:19:45 GMT 2024","","Location","",""
"","217",".rightclick() - right click on a DOM element","","Wed Oct 30 05:19:30 GMT 2024","passed","Wed Oct 30 05:19:30 GMT 2024","","Actions","",""
"","277","can filter for completed tasks","example to-do app","Wed Oct 30 05:19:24 GMT 2024","passed","Wed Oct 30 05:19:24 GMT 2024","","with a checked task","",""
"","128",".scrollIntoView() - scroll an element into view","","Wed Oct 30 05:19:33 GMT 2024","passed","Wed Oct 30 05:19:33 GMT 2024","","Actions","",""
"","110","cy.location() - get window.location","","Wed Oct 30 05:19:45 GMT 2024","passed","Wed Oct 30 05:19:45 GMT 2024","","Location","",""
