"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2226","cy.scrollTo() - scroll the window or element to a position","","2026-06-13","passed","2026-06-13","","Actions","",""
"","409",".should() - make an assertion about the current subject","Assertions","2026-06-13","passed","2026-06-13","","Implicit Assertions","",""
"","287","cy.visit() - visit a remote url","","2026-06-13","passed","2026-06-13","","Navigation","",""
"","78","matches unknown text between two elements","Assertions","2026-06-13","passed","2026-06-13","","Explicit Assertions","",""
"","833",".uncheck() - uncheck a checkbox element","","2026-06-13","passed","2026-06-13","","Actions","",""
"","167","cy.location() - get window.location","","2026-06-13","passed","2026-06-13","","Location","",""
"","165",".scrollIntoView() - scroll an element into view","","2026-06-13","passed","2026-06-13","","Actions","",""
"","90","expect - make an assertion about a specified subject","Assertions","2026-06-13","passed","2026-06-13","","Explicit Assertions","",""
"","73","cy.url() - get the current URL","","2026-06-13","passed","2026-06-13","","Location","",""
"","76","assert - assert shape of an object","Assertions","2026-06-13","passed","2026-06-13","","Explicit Assertions","",""
"","859",".select() - select an option in a <select> element","","2026-06-13","passed","2026-06-13","","Actions","",""
"","188",".dblclick() - double click on a DOM element","","2026-06-13","passed","2026-06-13","","Actions","",""
"","421","displays two todo items by default","","2026-06-13","passed","2026-06-13","","example to-do app","",""
"","75","can throw any error","Assertions","2026-06-13","passed","2026-06-13","","Explicit Assertions","",""
"","4563","cy.wait() - wait for a specific amount of time","","2026-06-13","passed","2026-06-13","","Waiting","",""
"","91","pass your own callback function to should()","Assertions","2026-06-13","passed","2026-06-13","","Explicit Assertions","",""
"","642","cy.wait() - wait for a specific route","","2026-06-13","passed","2026-06-13","","Waiting","",""
"","386","cy.reload() - reload the page","","2026-06-13","passed","2026-06-13","","Navigation","",""
"","322","cy.hash() - get the current URL hash","","2026-06-13","passed","2026-06-13","","Location","",""
"","180",".rightclick() - right click on a DOM element","","2026-06-13","passed","2026-06-13","","Actions","",""
"","369","can add new todo items","","2026-06-13","passed","2026-06-13","","example to-do app","",""
"","2341",".click() - click on a DOM element","","2026-06-13","passed","2026-06-13","","Actions","",""
"","2932","cy.viewport() - set the viewport size and dimension","","2026-06-13","passed","2026-06-13","","Viewport","",""
"","214",".and() - chain multiple assertions together","Assertions","2026-06-13","passed","2026-06-13","","Implicit Assertions","",""
"","78","finds element by class name regex","Assertions","2026-06-13","passed","2026-06-13","","Explicit Assertions","",""
"","1936","Submitting form with credentials","","2026-06-13","passed","2026-06-13","","Example feature","",""
"","1571","retries the should callback until assertions pass","Assertions","2026-06-13","passed","2026-06-13","","Explicit Assertions","",""
"","148",".trigger() - trigger an event on a DOM element","","2026-06-13","passed","2026-06-13","","Actions","",""
"","243","can filter for completed tasks","example to-do app","2026-06-13","passed","2026-06-13","","with a checked task","",""
"","1032","cy.go() - go back or forward in the browser's history","","2026-06-13","passed","2026-06-13","","Navigation","",""
"","166","can check off an item as completed","","2026-06-13","passed","2026-06-13","","example to-do app","",""
"","805",".check() - check a checkbox or radio element","","2026-06-13","passed","2026-06-13","","Actions","",""
"","246","can filter for uncompleted tasks","example to-do app","2026-06-13","passed","2026-06-13","","with a checked task","",""
"","238","can delete all completed tasks","example to-do app","2026-06-13","passed","2026-06-13","","with a checked task","",""
