"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","261","can filter for completed tasks","example to-do app","Sun Nov 09 05:20:45 UTC 2025","passed","Sun Nov 09 05:20:45 UTC 2025","","with a checked task","",""
"","354","displays two todo items by default","","Sun Nov 09 05:20:44 UTC 2025","passed","Sun Nov 09 05:20:44 UTC 2025","","example to-do app","",""
"","2884","cy.viewport() - set the viewport size and dimension","","Sun Nov 09 05:21:13 UTC 2025","passed","Sun Nov 09 05:21:16 UTC 2025","","Viewport","",""
"","77","cy.url() - get the current URL","","Sun Nov 09 05:21:06 UTC 2025","passed","Sun Nov 09 05:21:06 UTC 2025","","Location","",""
"","878",".check() - check a checkbox or radio element","","Sun Nov 09 05:20:51 UTC 2025","passed","Sun Nov 09 05:20:52 UTC 2025","","Actions","",""
"","108",".and() - chain multiple assertions together","Assertions","Sun Nov 09 05:21:00 UTC 2025","passed","Sun Nov 09 05:21:00 UTC 2025","","Implicit Assertions","",""
"","264","can filter for uncompleted tasks","example to-do app","Sun Nov 09 05:20:45 UTC 2025","passed","Sun Nov 09 05:20:45 UTC 2025","","with a checked task","",""
"","257","can delete all completed tasks","example to-do app","Sun Nov 09 05:20:45 UTC 2025","passed","Sun Nov 09 05:20:45 UTC 2025","","with a checked task","",""
"","876",".uncheck() - uncheck a checkbox element","","Sun Nov 09 05:20:52 UTC 2025","passed","Sun Nov 09 05:20:53 UTC 2025","","Actions","",""
"","323",".should() - make an assertion about the current subject","Assertions","Sun Nov 09 05:21:00 UTC 2025","passed","Sun Nov 09 05:21:00 UTC 2025","","Implicit Assertions","",""
"","396","cy.reload() - reload the page","","Sun Nov 09 05:21:09 UTC 2025","passed","Sun Nov 09 05:21:10 UTC 2025","","Navigation","",""
"","4609","cy.wait() - wait for a specific amount of time","","Sun Nov 09 05:21:19 UTC 2025","passed","Sun Nov 09 05:21:23 UTC 2025","","Waiting","",""
"","999","cy.go() - go back or forward in the browser's history","","Sun Nov 09 05:21:08 UTC 2025","passed","Sun Nov 09 05:21:09 UTC 2025","","Navigation","",""
"","272","cy.hash() - get the current URL hash","","Sun Nov 09 05:21:05 UTC 2025","passed","Sun Nov 09 05:21:05 UTC 2025","","Location","",""
"","93","finds element by class name regex","Assertions","Sun Nov 09 05:21:00 UTC 2025","passed","Sun Nov 09 05:21:00 UTC 2025","","Explicit Assertions","",""
"","2115","cy.scrollTo() - scroll the window or element to a position","","Sun Nov 09 05:20:54 UTC 2025","passed","Sun Nov 09 05:20:56 UTC 2025","","Actions","",""
"","141",".trigger() - trigger an event on a DOM element","","Sun Nov 09 05:20:54 UTC 2025","passed","Sun Nov 09 05:20:54 UTC 2025","","Actions","",""
"","194",".rightclick() - right click on a DOM element","","Sun Nov 09 05:20:51 UTC 2025","passed","Sun Nov 09 05:20:51 UTC 2025","","Actions","",""
"","91","cy.location() - get window.location","","Sun Nov 09 05:21:05 UTC 2025","passed","Sun Nov 09 05:21:06 UTC 2025","","Location","",""
"","393","can add new todo items","","Sun Nov 09 05:20:44 UTC 2025","passed","Sun Nov 09 05:20:44 UTC 2025","","example to-do app","",""
"","88","expect - make an assertion about a specified subject","Assertions","Sun Nov 09 05:21:00 UTC 2025","passed","Sun Nov 09 05:21:00 UTC 2025","","Explicit Assertions","",""
"","592","cy.wait() - wait for a specific route","","Sun Nov 09 05:21:23 UTC 2025","passed","Sun Nov 09 05:21:24 UTC 2025","","Waiting","",""
"","91","matches unknown text between two elements","Assertions","Sun Nov 09 05:21:01 UTC 2025","passed","Sun Nov 09 05:21:01 UTC 2025","","Explicit Assertions","",""
"","1753","Submitting form with credentials","","Sun Nov 09 05:20:39 UTC 2025","passed","Sun Nov 09 05:20:41 UTC 2025","","Example feature","",""
"","91","pass your own callback function to should()","Assertions","Sun Nov 09 05:21:00 UTC 2025","passed","Sun Nov 09 05:21:00 UTC 2025","","Explicit Assertions","",""
"","314","cy.visit() - visit a remote url","","Sun Nov 09 05:21:10 UTC 2025","passed","Sun Nov 09 05:21:10 UTC 2025","","Navigation","",""
"","182","can check off an item as completed","","Sun Nov 09 05:20:44 UTC 2025","passed","Sun Nov 09 05:20:45 UTC 2025","","example to-do app","",""
"","932",".select() - select an option in a <select> element","","Sun Nov 09 05:20:53 UTC 2025","passed","Sun Nov 09 05:20:54 UTC 2025","","Actions","",""
"","181",".scrollIntoView() - scroll an element into view","","Sun Nov 09 05:20:54 UTC 2025","passed","Sun Nov 09 05:20:54 UTC 2025","","Actions","",""
"","1566","retries the should callback until assertions pass","Assertions","Sun Nov 09 05:21:01 UTC 2025","passed","Sun Nov 09 05:21:02 UTC 2025","","Explicit Assertions","",""
"","91","can throw any error","Assertions","Sun Nov 09 05:21:00 UTC 2025","passed","Sun Nov 09 05:21:01 UTC 2025","","Explicit Assertions","",""
"","2372",".click() - click on a DOM element","","Sun Nov 09 05:20:48 UTC 2025","passed","Sun Nov 09 05:20:51 UTC 2025","","Actions","",""
"","83","assert - assert shape of an object","Assertions","Sun Nov 09 05:21:01 UTC 2025","passed","Sun Nov 09 05:21:01 UTC 2025","","Explicit Assertions","",""
"","210",".dblclick() - double click on a DOM element","","Sun Nov 09 05:20:51 UTC 2025","passed","Sun Nov 09 05:20:51 UTC 2025","","Actions","",""
