"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 02 05:17:40 GMT 2024","Tue Jul 02 05:17:40 GMT 2024","105","","Location","","","","cy.location() - get window.location",""
"passed","Tue Jul 02 05:17:24 GMT 2024","Tue Jul 02 05:17:24 GMT 2024","209","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Tue Jul 02 05:17:28 GMT 2024","Tue Jul 02 05:17:30 GMT 2024","2243","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Tue Jul 02 05:17:24 GMT 2024","Tue Jul 02 05:17:24 GMT 2024","221","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Tue Jul 02 05:17:35 GMT 2024","Tue Jul 02 05:17:35 GMT 2024","105","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Tue Jul 02 05:17:58 GMT 2024","Tue Jul 02 05:17:58 GMT 2024","542","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Tue Jul 02 05:17:18 GMT 2024","Tue Jul 02 05:17:18 GMT 2024","283","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Tue Jul 02 05:17:12 GMT 2024","Tue Jul 02 05:17:14 GMT 2024","1756","","Example feature","","","","Submitting form with credentials",""
"passed","Tue Jul 02 05:17:35 GMT 2024","Tue Jul 02 05:17:35 GMT 2024","99","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Tue Jul 02 05:17:40 GMT 2024","Tue Jul 02 05:17:40 GMT 2024","83","","Location","","","","cy.url() - get the current URL",""
"passed","Tue Jul 02 05:17:22 GMT 2024","Tue Jul 02 05:17:24 GMT 2024","2468","","Actions","","","",".click() - click on a DOM element",""
"passed","Tue Jul 02 05:17:34 GMT 2024","Tue Jul 02 05:17:34 GMT 2024","122","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Tue Jul 02 05:17:40 GMT 2024","Tue Jul 02 05:17:40 GMT 2024","261","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Tue Jul 02 05:17:35 GMT 2024","Tue Jul 02 05:17:35 GMT 2024","102","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Tue Jul 02 05:17:47 GMT 2024","Tue Jul 02 05:17:50 GMT 2024","2903","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Tue Jul 02 05:17:18 GMT 2024","Tue Jul 02 05:17:19 GMT 2024","278","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Tue Jul 02 05:17:44 GMT 2024","Tue Jul 02 05:17:44 GMT 2024","338","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Tue Jul 02 05:17:35 GMT 2024","Tue Jul 02 05:17:35 GMT 2024","100","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Tue Jul 02 05:17:17 GMT 2024","Tue Jul 02 05:17:17 GMT 2024","351","","example to-do app","","","","displays two todo items by default",""
"passed","Tue Jul 02 05:17:18 GMT 2024","Tue Jul 02 05:17:18 GMT 2024","198","","example to-do app","","","","can check off an item as completed",""
"passed","Tue Jul 02 05:17:34 GMT 2024","Tue Jul 02 05:17:35 GMT 2024","105","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Tue Jul 02 05:17:27 GMT 2024","Tue Jul 02 05:17:28 GMT 2024","209","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Tue Jul 02 05:17:18 GMT 2024","Tue Jul 02 05:17:18 GMT 2024","285","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Tue Jul 02 05:17:26 GMT 2024","Tue Jul 02 05:17:27 GMT 2024","1027","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Tue Jul 02 05:17:43 GMT 2024","Tue Jul 02 05:17:44 GMT 2024","903","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Tue Jul 02 05:17:35 GMT 2024","Tue Jul 02 05:17:37 GMT 2024","1580","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Tue Jul 02 05:17:34 GMT 2024","Tue Jul 02 05:17:34 GMT 2024","373","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Tue Jul 02 05:17:53 GMT 2024","Tue Jul 02 05:17:58 GMT 2024","4529","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Tue Jul 02 05:17:17 GMT 2024","Tue Jul 02 05:17:18 GMT 2024","416","","example to-do app","","","","can add new todo items",""
"passed","Tue Jul 02 05:17:44 GMT 2024","Tue Jul 02 05:17:44 GMT 2024","415","","Navigation","","","","cy.reload() - reload the page",""
"passed","Tue Jul 02 05:17:34 GMT 2024","Tue Jul 02 05:17:34 GMT 2024","105","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Tue Jul 02 05:17:25 GMT 2024","Tue Jul 02 05:17:26 GMT 2024","944","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Tue Jul 02 05:17:28 GMT 2024","Tue Jul 02 05:17:28 GMT 2024","192","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Tue Jul 02 05:17:24 GMT 2024","Tue Jul 02 05:17:25 GMT 2024","979","","Actions","","","",".check() - check a checkbox or radio element",""
