"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","316","can filter for completed tasks","example to-do app","Fri Jan 24 05:17:56 GMT 2025","passed","Fri Jan 24 05:17:56 GMT 2025","","with a checked task","",""
"","461","cy.wait() - wait for a specific route","","Fri Jan 24 05:18:36 GMT 2025","passed","Fri Jan 24 05:18:36 GMT 2025","","Waiting","",""
"","2921","cy.viewport() - set the viewport size and dimension","","Fri Jan 24 05:18:25 GMT 2025","passed","Fri Jan 24 05:18:28 GMT 2025","","Viewport","",""
"","107","cy.location() - get window.location","","Fri Jan 24 05:18:18 GMT 2025","passed","Fri Jan 24 05:18:18 GMT 2025","","Location","",""
"","88","cy.url() - get the current URL","","Fri Jan 24 05:18:18 GMT 2025","passed","Fri Jan 24 05:18:18 GMT 2025","","Location","",""
"","4589","cy.wait() - wait for a specific amount of time","","Fri Jan 24 05:18:31 GMT 2025","passed","Fri Jan 24 05:18:36 GMT 2025","","Waiting","",""
"","2494",".click() - click on a DOM element","","Fri Jan 24 05:18:00 GMT 2025","passed","Fri Jan 24 05:18:02 GMT 2025","","Actions","",""
"","2132","cy.scrollTo() - scroll the window or element to a position","","Fri Jan 24 05:18:06 GMT 2025","passed","Fri Jan 24 05:18:08 GMT 2025","","Actions","",""
"","165",".trigger() - trigger an event on a DOM element","","Fri Jan 24 05:18:05 GMT 2025","passed","Fri Jan 24 05:18:06 GMT 2025","","Actions","",""
"","2105","Submitting form with credentials","","Fri Jan 24 05:17:48 GMT 2025","passed","Fri Jan 24 05:17:51 GMT 2025","","Example feature","",""
"","308","can filter for uncompleted tasks","example to-do app","Fri Jan 24 05:17:55 GMT 2025","passed","Fri Jan 24 05:17:56 GMT 2025","","with a checked task","",""
"","918","cy.go() - go back or forward in the browser's history","","Fri Jan 24 05:18:20 GMT 2025","passed","Fri Jan 24 05:18:21 GMT 2025","","Navigation","",""
"","980",".select() - select an option in a <select> element","","Fri Jan 24 05:18:04 GMT 2025","passed","Fri Jan 24 05:18:05 GMT 2025","","Actions","",""
"","220",".rightclick() - right click on a DOM element","","Fri Jan 24 05:18:02 GMT 2025","passed","Fri Jan 24 05:18:02 GMT 2025","","Actions","",""
"","108","finds element by class name regex","Assertions","Fri Jan 24 05:18:12 GMT 2025","passed","Fri Jan 24 05:18:12 GMT 2025","","Explicit Assertions","",""
"","934",".check() - check a checkbox or radio element","","Fri Jan 24 05:18:02 GMT 2025","passed","Fri Jan 24 05:18:03 GMT 2025","","Actions","",""
"","100","pass your own callback function to should()","Assertions","Fri Jan 24 05:18:12 GMT 2025","passed","Fri Jan 24 05:18:12 GMT 2025","","Explicit Assertions","",""
"","106","can throw any error","Assertions","Fri Jan 24 05:18:12 GMT 2025","passed","Fri Jan 24 05:18:12 GMT 2025","","Explicit Assertions","",""
"","92","assert - assert shape of an object","Assertions","Fri Jan 24 05:18:13 GMT 2025","passed","Fri Jan 24 05:18:13 GMT 2025","","Explicit Assertions","",""
"","351",".should() - make an assertion about the current subject","Assertions","Fri Jan 24 05:18:12 GMT 2025","passed","Fri Jan 24 05:18:12 GMT 2025","","Implicit Assertions","",""
"","443","cy.reload() - reload the page","","Fri Jan 24 05:18:21 GMT 2025","passed","Fri Jan 24 05:18:22 GMT 2025","","Navigation","",""
"","225","can check off an item as completed","","Fri Jan 24 05:17:55 GMT 2025","passed","Fri Jan 24 05:17:55 GMT 2025","","example to-do app","",""
"","387","can delete all completed tasks","example to-do app","Fri Jan 24 05:17:56 GMT 2025","passed","Fri Jan 24 05:17:56 GMT 2025","","with a checked task","",""
"","944",".uncheck() - uncheck a checkbox element","","Fri Jan 24 05:18:03 GMT 2025","passed","Fri Jan 24 05:18:04 GMT 2025","","Actions","",""
"","1587","retries the should callback until assertions pass","Assertions","Fri Jan 24 05:18:13 GMT 2025","passed","Fri Jan 24 05:18:14 GMT 2025","","Explicit Assertions","",""
"","330","cy.visit() - visit a remote url","","Fri Jan 24 05:18:22 GMT 2025","passed","Fri Jan 24 05:18:22 GMT 2025","","Navigation","",""
"","279","cy.hash() - get the current URL hash","","Fri Jan 24 05:18:17 GMT 2025","passed","Fri Jan 24 05:18:18 GMT 2025","","Location","",""
"","145",".scrollIntoView() - scroll an element into view","","Fri Jan 24 05:18:05 GMT 2025","passed","Fri Jan 24 05:18:05 GMT 2025","","Actions","",""
"","102","expect - make an assertion about a specified subject","Assertions","Fri Jan 24 05:18:12 GMT 2025","passed","Fri Jan 24 05:18:12 GMT 2025","","Explicit Assertions","",""
"","541","displays two todo items by default","","Fri Jan 24 05:17:54 GMT 2025","passed","Fri Jan 24 05:17:55 GMT 2025","","example to-do app","",""
"","96","matches unknown text between two elements","Assertions","Fri Jan 24 05:18:12 GMT 2025","passed","Fri Jan 24 05:18:13 GMT 2025","","Explicit Assertions","",""
"","229",".dblclick() - double click on a DOM element","","Fri Jan 24 05:18:02 GMT 2025","passed","Fri Jan 24 05:18:02 GMT 2025","","Actions","",""
"","426","can add new todo items","","Fri Jan 24 05:17:55 GMT 2025","passed","Fri Jan 24 05:17:55 GMT 2025","","example to-do app","",""
"","121",".and() - chain multiple assertions together","Assertions","Fri Jan 24 05:18:12 GMT 2025","passed","Fri Jan 24 05:18:12 GMT 2025","","Implicit Assertions","",""
