"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 29 05:17:27 GMT 2024","Mon Apr 29 05:17:27 GMT 2024","109","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Mon Apr 29 05:17:36 GMT 2024","Mon Apr 29 05:17:37 GMT 2024","372","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Mon Apr 29 05:17:10 GMT 2024","Mon Apr 29 05:17:10 GMT 2024","404","","example to-do app","","","","can add new todo items",""
"passed","Mon Apr 29 05:17:20 GMT 2024","Mon Apr 29 05:17:20 GMT 2024","151","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Mon Apr 29 05:17:11 GMT 2024","Mon Apr 29 05:17:11 GMT 2024","277","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Mon Apr 29 05:17:11 GMT 2024","Mon Apr 29 05:17:11 GMT 2024","270","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Mon Apr 29 05:17:20 GMT 2024","Mon Apr 29 05:17:20 GMT 2024","145","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Mon Apr 29 05:17:17 GMT 2024","Mon Apr 29 05:17:17 GMT 2024","224","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Mon Apr 29 05:17:11 GMT 2024","Mon Apr 29 05:17:11 GMT 2024","293","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Mon Apr 29 05:17:10 GMT 2024","Mon Apr 29 05:17:10 GMT 2024","364","","example to-do app","","","","displays two todo items by default",""
"passed","Mon Apr 29 05:17:32 GMT 2024","Mon Apr 29 05:17:32 GMT 2024","267","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Mon Apr 29 05:17:18 GMT 2024","Mon Apr 29 05:17:19 GMT 2024","912","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Mon Apr 29 05:17:36 GMT 2024","Mon Apr 29 05:17:36 GMT 2024","448","","Navigation","","","","cy.reload() - reload the page",""
"passed","Mon Apr 29 05:17:51 GMT 2024","Mon Apr 29 05:17:51 GMT 2024","430","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Mon Apr 29 05:17:10 GMT 2024","Mon Apr 29 05:17:11 GMT 2024","197","","example to-do app","","","","can check off an item as completed",""
"passed","Mon Apr 29 05:17:20 GMT 2024","Mon Apr 29 05:17:23 GMT 2024","2148","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Mon Apr 29 05:17:40 GMT 2024","Mon Apr 29 05:17:43 GMT 2024","2935","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Mon Apr 29 05:17:26 GMT 2024","Mon Apr 29 05:17:27 GMT 2024","324","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Mon Apr 29 05:17:27 GMT 2024","Mon Apr 29 05:17:27 GMT 2024","96","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Mon Apr 29 05:17:17 GMT 2024","Mon Apr 29 05:17:18 GMT 2024","906","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Mon Apr 29 05:17:32 GMT 2024","Mon Apr 29 05:17:32 GMT 2024","99","","Location","","","","cy.location() - get window.location",""
"passed","Mon Apr 29 05:17:27 GMT 2024","Mon Apr 29 05:17:27 GMT 2024","104","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Mon Apr 29 05:17:27 GMT 2024","Mon Apr 29 05:17:29 GMT 2024","1587","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Mon Apr 29 05:17:27 GMT 2024","Mon Apr 29 05:17:27 GMT 2024","131","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Mon Apr 29 05:17:27 GMT 2024","Mon Apr 29 05:17:27 GMT 2024","101","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Mon Apr 29 05:17:35 GMT 2024","Mon Apr 29 05:17:36 GMT 2024","905","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Mon Apr 29 05:17:05 GMT 2024","Mon Apr 29 05:17:06 GMT 2024","1861","","Example feature","","","","Submitting form with credentials",""
"passed","Mon Apr 29 05:17:27 GMT 2024","Mon Apr 29 05:17:27 GMT 2024","124","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Mon Apr 29 05:17:19 GMT 2024","Mon Apr 29 05:17:20 GMT 2024","973","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Mon Apr 29 05:17:27 GMT 2024","Mon Apr 29 05:17:27 GMT 2024","136","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Mon Apr 29 05:17:14 GMT 2024","Mon Apr 29 05:17:17 GMT 2024","2467","","Actions","","","",".click() - click on a DOM element",""
"passed","Mon Apr 29 05:17:32 GMT 2024","Mon Apr 29 05:17:32 GMT 2024","88","","Location","","","","cy.url() - get the current URL",""
"passed","Mon Apr 29 05:17:17 GMT 2024","Mon Apr 29 05:17:17 GMT 2024","237","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Mon Apr 29 05:17:46 GMT 2024","Mon Apr 29 05:17:51 GMT 2024","4524","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
