"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 19 05:14:40 GMT 2023","Tue Sep 19 05:14:41 GMT 2023","1137","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Tue Sep 19 05:14:59 GMT 2023","Tue Sep 19 05:14:59 GMT 2023","141","","Location","","","","cy.location() - get window.location",""
"passed","Tue Sep 19 05:14:31 GMT 2023","Tue Sep 19 05:14:32 GMT 2023","384","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Tue Sep 19 05:14:52 GMT 2023","Tue Sep 19 05:14:52 GMT 2023","152","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Tue Sep 19 05:14:52 GMT 2023","Tue Sep 19 05:14:52 GMT 2023","168","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Tue Sep 19 05:15:21 GMT 2023","Tue Sep 19 05:15:21 GMT 2023","441","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Tue Sep 19 05:14:30 GMT 2023","Tue Sep 19 05:14:30 GMT 2023","480","","example to-do app","","","","can add new todo items",""
"passed","Tue Sep 19 05:15:04 GMT 2023","Tue Sep 19 05:15:04 GMT 2023","512","","Navigation","","","","cy.reload() - reload the page",""
"passed","Tue Sep 19 05:15:16 GMT 2023","Tue Sep 19 05:15:21 GMT 2023","4796","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Tue Sep 19 05:15:04 GMT 2023","Tue Sep 19 05:15:05 GMT 2023","472","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Tue Sep 19 05:15:03 GMT 2023","Tue Sep 19 05:15:04 GMT 2023","1073","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Tue Sep 19 05:14:52 GMT 2023","Tue Sep 19 05:14:52 GMT 2023","185","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Tue Sep 19 05:14:35 GMT 2023","Tue Sep 19 05:14:38 GMT 2023","2828","","Actions","","","",".click() - click on a DOM element",""
"passed","Tue Sep 19 05:14:42 GMT 2023","Tue Sep 19 05:14:43 GMT 2023","286","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Tue Sep 19 05:14:30 GMT 2023","Tue Sep 19 05:14:31 GMT 2023","387","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Tue Sep 19 05:15:09 GMT 2023","Tue Sep 19 05:15:12 GMT 2023","3058","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Tue Sep 19 05:14:43 GMT 2023","Tue Sep 19 05:14:43 GMT 2023","301","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Tue Sep 19 05:14:22 GMT 2023","Tue Sep 19 05:14:24 GMT 2023","2241","","Example feature","","","","Submitting form with credentials",""
"passed","Tue Sep 19 05:14:59 GMT 2023","Tue Sep 19 05:14:59 GMT 2023","342","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Tue Sep 19 05:14:30 GMT 2023","Tue Sep 19 05:14:30 GMT 2023","281","","example to-do app","","","","can check off an item as completed",""
"passed","Tue Sep 19 05:14:38 GMT 2023","Tue Sep 19 05:14:39 GMT 2023","322","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Tue Sep 19 05:14:52 GMT 2023","Tue Sep 19 05:14:53 GMT 2023","190","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Tue Sep 19 05:14:51 GMT 2023","Tue Sep 19 05:14:51 GMT 2023","478","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Tue Sep 19 05:14:53 GMT 2023","Tue Sep 19 05:14:54 GMT 2023","1641","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Tue Sep 19 05:14:43 GMT 2023","Tue Sep 19 05:14:45 GMT 2023","2185","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Tue Sep 19 05:14:59 GMT 2023","Tue Sep 19 05:14:59 GMT 2023","145","","Location","","","","cy.url() - get the current URL",""
"passed","Tue Sep 19 05:14:31 GMT 2023","Tue Sep 19 05:14:31 GMT 2023","377","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Tue Sep 19 05:14:52 GMT 2023","Tue Sep 19 05:14:52 GMT 2023","143","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Tue Sep 19 05:14:29 GMT 2023","Tue Sep 19 05:14:30 GMT 2023","602","","example to-do app","","","","displays two todo items by default",""
"passed","Tue Sep 19 05:14:41 GMT 2023","Tue Sep 19 05:14:42 GMT 2023","1118","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Tue Sep 19 05:14:39 GMT 2023","Tue Sep 19 05:14:40 GMT 2023","1096","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Tue Sep 19 05:14:39 GMT 2023","Tue Sep 19 05:14:39 GMT 2023","280","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Tue Sep 19 05:14:52 GMT 2023","Tue Sep 19 05:14:52 GMT 2023","154","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Tue Sep 19 05:14:53 GMT 2023","Tue Sep 19 05:14:53 GMT 2023","146","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
