"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 23 05:15:17 GMT 2023","Thu Nov 23 05:15:19 GMT 2023","1580","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Thu Nov 23 05:15:17 GMT 2023","Thu Nov 23 05:15:17 GMT 2023","102","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Thu Nov 23 05:15:00 GMT 2023","Thu Nov 23 05:15:00 GMT 2023","193","","example to-do app","","","","can check off an item as completed",""
"passed","Thu Nov 23 05:15:07 GMT 2023","Thu Nov 23 05:15:07 GMT 2023","228","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Thu Nov 23 05:15:41 GMT 2023","Thu Nov 23 05:15:41 GMT 2023","522","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Thu Nov 23 05:15:10 GMT 2023","Thu Nov 23 05:15:10 GMT 2023","177","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Thu Nov 23 05:14:54 GMT 2023","Thu Nov 23 05:14:56 GMT 2023","2065","","Example feature","","","","Submitting form with credentials",""
"passed","Thu Nov 23 05:15:26 GMT 2023","Thu Nov 23 05:15:27 GMT 2023","353","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Thu Nov 23 05:15:25 GMT 2023","Thu Nov 23 05:15:26 GMT 2023","980","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Thu Nov 23 05:15:10 GMT 2023","Thu Nov 23 05:15:12 GMT 2023","2110","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Thu Nov 23 05:15:22 GMT 2023","Thu Nov 23 05:15:22 GMT 2023","359","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Thu Nov 23 05:15:22 GMT 2023","Thu Nov 23 05:15:22 GMT 2023","81","","Location","","","","cy.url() - get the current URL",""
"passed","Thu Nov 23 05:15:10 GMT 2023","Thu Nov 23 05:15:10 GMT 2023","154","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Thu Nov 23 05:14:59 GMT 2023","Thu Nov 23 05:15:00 GMT 2023","572","","example to-do app","","","","displays two todo items by default",""
"passed","Thu Nov 23 05:15:06 GMT 2023","Thu Nov 23 05:15:07 GMT 2023","250","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Thu Nov 23 05:15:16 GMT 2023","Thu Nov 23 05:15:16 GMT 2023","123","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Thu Nov 23 05:15:17 GMT 2023","Thu Nov 23 05:15:17 GMT 2023","98","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Thu Nov 23 05:15:16 GMT 2023","Thu Nov 23 05:15:17 GMT 2023","132","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Thu Nov 23 05:15:17 GMT 2023","Thu Nov 23 05:15:17 GMT 2023","101","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Thu Nov 23 05:15:04 GMT 2023","Thu Nov 23 05:15:06 GMT 2023","2430","","Actions","","","",".click() - click on a DOM element",""
"passed","Thu Nov 23 05:15:36 GMT 2023","Thu Nov 23 05:15:41 GMT 2023","4596","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Thu Nov 23 05:15:17 GMT 2023","Thu Nov 23 05:15:17 GMT 2023","107","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Thu Nov 23 05:15:08 GMT 2023","Thu Nov 23 05:15:09 GMT 2023","916","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Thu Nov 23 05:15:07 GMT 2023","Thu Nov 23 05:15:08 GMT 2023","908","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Thu Nov 23 05:15:00 GMT 2023","Thu Nov 23 05:15:00 GMT 2023","287","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Thu Nov 23 05:15:00 GMT 2023","Thu Nov 23 05:15:01 GMT 2023","275","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Thu Nov 23 05:15:00 GMT 2023","Thu Nov 23 05:15:00 GMT 2023","398","","example to-do app","","","","can add new todo items",""
"passed","Thu Nov 23 05:15:22 GMT 2023","Thu Nov 23 05:15:22 GMT 2023","92","","Location","","","","cy.location() - get window.location",""
"passed","Thu Nov 23 05:15:17 GMT 2023","Thu Nov 23 05:15:17 GMT 2023","113","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Thu Nov 23 05:15:09 GMT 2023","Thu Nov 23 05:15:10 GMT 2023","943","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Thu Nov 23 05:15:16 GMT 2023","Thu Nov 23 05:15:16 GMT 2023","380","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Thu Nov 23 05:15:30 GMT 2023","Thu Nov 23 05:15:33 GMT 2023","3009","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Thu Nov 23 05:15:26 GMT 2023","Thu Nov 23 05:15:26 GMT 2023","421","","Navigation","","","","cy.reload() - reload the page",""
"passed","Thu Nov 23 05:15:01 GMT 2023","Thu Nov 23 05:15:01 GMT 2023","268","example to-do app","with a checked task","","","","can delete all completed tasks",""
