"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 01 05:14:39 GMT 2023","Tue Aug 01 05:14:39 GMT 2023","265","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Tue Aug 01 05:14:36 GMT 2023","Tue Aug 01 05:14:37 GMT 2023","1060","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Tue Aug 01 05:14:47 GMT 2023","Tue Aug 01 05:14:47 GMT 2023","170","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Tue Aug 01 05:14:27 GMT 2023","Tue Aug 01 05:14:27 GMT 2023","393","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Tue Aug 01 05:15:17 GMT 2023","Tue Aug 01 05:15:18 GMT 2023","1070","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Tue Aug 01 05:14:39 GMT 2023","Tue Aug 01 05:14:41 GMT 2023","2279","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Tue Aug 01 05:15:12 GMT 2023","Tue Aug 01 05:15:17 GMT 2023","4793","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Tue Aug 01 05:14:26 GMT 2023","Tue Aug 01 05:14:26 GMT 2023","286","","example to-do app","","","","can check off an item as completed",""
"passed","Tue Aug 01 05:14:35 GMT 2023","Tue Aug 01 05:14:35 GMT 2023","288","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Tue Aug 01 05:14:47 GMT 2023","Tue Aug 01 05:14:48 GMT 2023","177","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Tue Aug 01 05:15:00 GMT 2023","Tue Aug 01 05:15:00 GMT 2023","543","","Navigation","","","","cy.reload() - reload the page",""
"passed","Tue Aug 01 05:14:32 GMT 2023","Tue Aug 01 05:14:35 GMT 2023","2710","","Actions","","","",".click() - click on a DOM element",""
"passed","Tue Aug 01 05:14:35 GMT 2023","Tue Aug 01 05:14:36 GMT 2023","1051","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Tue Aug 01 05:14:35 GMT 2023","Tue Aug 01 05:14:35 GMT 2023","296","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Tue Aug 01 05:15:00 GMT 2023","Tue Aug 01 05:15:01 GMT 2023","474","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Tue Aug 01 05:14:47 GMT 2023","Tue Aug 01 05:14:47 GMT 2023","566","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Tue Aug 01 05:14:48 GMT 2023","Tue Aug 01 05:14:48 GMT 2023","178","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Tue Aug 01 05:14:48 GMT 2023","Tue Aug 01 05:14:48 GMT 2023","158","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Tue Aug 01 05:14:48 GMT 2023","Tue Aug 01 05:14:50 GMT 2023","1651","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Tue Aug 01 05:14:48 GMT 2023","Tue Aug 01 05:14:48 GMT 2023","167","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Tue Aug 01 05:14:48 GMT 2023","Tue Aug 01 05:14:48 GMT 2023","189","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Tue Aug 01 05:14:39 GMT 2023","Tue Aug 01 05:14:39 GMT 2023","227","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Tue Aug 01 05:14:55 GMT 2023","Tue Aug 01 05:14:55 GMT 2023","150","","Location","","","","cy.url() - get the current URL",""
"passed","Tue Aug 01 05:14:54 GMT 2023","Tue Aug 01 05:14:55 GMT 2023","413","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Tue Aug 01 05:14:25 GMT 2023","Tue Aug 01 05:14:25 GMT 2023","596","","example to-do app","","","","displays two todo items by default",""
"passed","Tue Aug 01 05:14:26 GMT 2023","Tue Aug 01 05:14:27 GMT 2023","336","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Tue Aug 01 05:14:59 GMT 2023","Tue Aug 01 05:15:00 GMT 2023","1126","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Tue Aug 01 05:14:55 GMT 2023","Tue Aug 01 05:14:55 GMT 2023","169","","Location","","","","cy.location() - get window.location",""
"passed","Tue Aug 01 05:14:17 GMT 2023","Tue Aug 01 05:14:20 GMT 2023","3311","","Example feature","","","","Submitting form with credentials",""
"passed","Tue Aug 01 05:14:37 GMT 2023","Tue Aug 01 05:14:39 GMT 2023","1199","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Tue Aug 01 05:14:25 GMT 2023","Tue Aug 01 05:14:26 GMT 2023","476","","example to-do app","","","","can add new todo items",""
"passed","Tue Aug 01 05:15:05 GMT 2023","Tue Aug 01 05:15:08 GMT 2023","3072","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Tue Aug 01 05:14:27 GMT 2023","Tue Aug 01 05:14:27 GMT 2023","393","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Tue Aug 01 05:14:48 GMT 2023","Tue Aug 01 05:14:48 GMT 2023","182","Assertions","Explicit Assertions","","","","finds element by class name regex",""
