"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Mar 31 05:14:43 GMT 2024","Sun Mar 31 05:14:43 GMT 2024","105","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Sun Mar 31 05:14:49 GMT 2024","Sun Mar 31 05:14:49 GMT 2024","101","","Location","","","","cy.location() - get window.location",""
"passed","Sun Mar 31 05:14:52 GMT 2024","Sun Mar 31 05:14:53 GMT 2024","936","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Sun Mar 31 05:14:27 GMT 2024","Sun Mar 31 05:14:28 GMT 2024","304","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Sun Mar 31 05:14:33 GMT 2024","Sun Mar 31 05:14:34 GMT 2024","249","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Sun Mar 31 05:14:43 GMT 2024","Sun Mar 31 05:14:44 GMT 2024","109","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Sun Mar 31 05:14:37 GMT 2024","Sun Mar 31 05:14:39 GMT 2024","2111","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Sun Mar 31 05:14:49 GMT 2024","Sun Mar 31 05:14:49 GMT 2024","271","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Sun Mar 31 05:14:34 GMT 2024","Sun Mar 31 05:14:35 GMT 2024","902","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Sun Mar 31 05:14:44 GMT 2024","Sun Mar 31 05:14:44 GMT 2024","109","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Sun Mar 31 05:14:37 GMT 2024","Sun Mar 31 05:14:37 GMT 2024","181","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Sun Mar 31 05:14:28 GMT 2024","Sun Mar 31 05:14:28 GMT 2024","294","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Sun Mar 31 05:14:53 GMT 2024","Sun Mar 31 05:14:53 GMT 2024","454","","Navigation","","","","cy.reload() - reload the page",""
"passed","Sun Mar 31 05:14:44 GMT 2024","Sun Mar 31 05:14:44 GMT 2024","103","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Sun Mar 31 05:14:43 GMT 2024","Sun Mar 31 05:14:43 GMT 2024","129","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Sun Mar 31 05:14:26 GMT 2024","Sun Mar 31 05:14:27 GMT 2024","511","","example to-do app","","","","can add new todo items",""
"passed","Sun Mar 31 05:14:43 GMT 2024","Sun Mar 31 05:14:43 GMT 2024","119","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Sun Mar 31 05:14:35 GMT 2024","Sun Mar 31 05:14:36 GMT 2024","911","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Sun Mar 31 05:14:49 GMT 2024","Sun Mar 31 05:14:49 GMT 2024","83","","Location","","","","cy.url() - get the current URL",""
"passed","Sun Mar 31 05:14:43 GMT 2024","Sun Mar 31 05:14:43 GMT 2024","347","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Sun Mar 31 05:14:44 GMT 2024","Sun Mar 31 05:14:44 GMT 2024","90","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Sun Mar 31 05:14:20 GMT 2024","Sun Mar 31 05:14:22 GMT 2024","1944","","Example feature","","","","Submitting form with credentials",""
"passed","Sun Mar 31 05:14:27 GMT 2024","Sun Mar 31 05:14:27 GMT 2024","304","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Sun Mar 31 05:14:44 GMT 2024","Sun Mar 31 05:14:45 GMT 2024","1582","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Sun Mar 31 05:15:07 GMT 2024","Sun Mar 31 05:15:07 GMT 2024","416","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Sun Mar 31 05:14:27 GMT 2024","Sun Mar 31 05:14:27 GMT 2024","235","","example to-do app","","","","can check off an item as completed",""
"passed","Sun Mar 31 05:14:53 GMT 2024","Sun Mar 31 05:14:53 GMT 2024","341","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Sun Mar 31 05:14:31 GMT 2024","Sun Mar 31 05:14:33 GMT 2024","2460","","Actions","","","",".click() - click on a DOM element",""
"passed","Sun Mar 31 05:14:37 GMT 2024","Sun Mar 31 05:14:37 GMT 2024","154","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Sun Mar 31 05:14:56 GMT 2024","Sun Mar 31 05:14:59 GMT 2024","2927","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Sun Mar 31 05:14:34 GMT 2024","Sun Mar 31 05:14:34 GMT 2024","214","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Sun Mar 31 05:14:36 GMT 2024","Sun Mar 31 05:14:37 GMT 2024","962","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Sun Mar 31 05:15:02 GMT 2024","Sun Mar 31 05:15:07 GMT 2024","4557","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Sun Mar 31 05:14:26 GMT 2024","Sun Mar 31 05:14:26 GMT 2024","431","","example to-do app","","","","displays two todo items by default",""
