"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 24 05:16:05 GMT 2024","Fri May 24 05:16:05 GMT 2024","213","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Fri May 24 05:16:12 GMT 2024","Fri May 24 05:16:12 GMT 2024","110","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Fri May 24 05:16:01 GMT 2024","Fri May 24 05:16:02 GMT 2024","233","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Fri May 24 05:16:04 GMT 2024","Fri May 24 05:16:05 GMT 2024","1012","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Fri May 24 05:16:12 GMT 2024","Fri May 24 05:16:12 GMT 2024","101","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Fri May 24 05:16:12 GMT 2024","Fri May 24 05:16:12 GMT 2024","101","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Fri May 24 05:16:17 GMT 2024","Fri May 24 05:16:17 GMT 2024","79","","Location","","","","cy.url() - get the current URL",""
"passed","Fri May 24 05:16:21 GMT 2024","Fri May 24 05:16:22 GMT 2024","335","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Fri May 24 05:15:55 GMT 2024","Fri May 24 05:15:55 GMT 2024","194","","example to-do app","","","","can check off an item as completed",""
"passed","Fri May 24 05:15:55 GMT 2024","Fri May 24 05:15:55 GMT 2024","283","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Fri May 24 05:16:05 GMT 2024","Fri May 24 05:16:05 GMT 2024","188","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Fri May 24 05:16:35 GMT 2024","Fri May 24 05:16:36 GMT 2024","440","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Fri May 24 05:16:02 GMT 2024","Fri May 24 05:16:02 GMT 2024","218","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Fri May 24 05:16:11 GMT 2024","Fri May 24 05:16:12 GMT 2024","447","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Fri May 24 05:15:56 GMT 2024","Fri May 24 05:15:56 GMT 2024","271","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Fri May 24 05:16:05 GMT 2024","Fri May 24 05:16:07 GMT 2024","2145","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Fri May 24 05:15:55 GMT 2024","Fri May 24 05:15:56 GMT 2024","279","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Fri May 24 05:16:20 GMT 2024","Fri May 24 05:16:21 GMT 2024","923","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Fri May 24 05:15:49 GMT 2024","Fri May 24 05:15:51 GMT 2024","1971","","Example feature","","","","Submitting form with credentials",""
"passed","Fri May 24 05:16:21 GMT 2024","Fri May 24 05:16:21 GMT 2024","427","","Navigation","","","","cy.reload() - reload the page",""
"passed","Fri May 24 05:16:12 GMT 2024","Fri May 24 05:16:14 GMT 2024","1596","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Fri May 24 05:16:17 GMT 2024","Fri May 24 05:16:17 GMT 2024","290","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Fri May 24 05:16:02 GMT 2024","Fri May 24 05:16:03 GMT 2024","927","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Fri May 24 05:15:55 GMT 2024","Fri May 24 05:15:55 GMT 2024","406","","example to-do app","","","","can add new todo items",""
"passed","Fri May 24 05:15:59 GMT 2024","Fri May 24 05:16:01 GMT 2024","2493","","Actions","","","",".click() - click on a DOM element",""
"passed","Fri May 24 05:16:25 GMT 2024","Fri May 24 05:16:27 GMT 2024","2913","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Fri May 24 05:16:12 GMT 2024","Fri May 24 05:16:12 GMT 2024","108","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Fri May 24 05:15:54 GMT 2024","Fri May 24 05:15:55 GMT 2024","380","","example to-do app","","","","displays two todo items by default",""
"passed","Fri May 24 05:16:12 GMT 2024","Fri May 24 05:16:12 GMT 2024","107","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Fri May 24 05:16:03 GMT 2024","Fri May 24 05:16:04 GMT 2024","955","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Fri May 24 05:16:12 GMT 2024","Fri May 24 05:16:12 GMT 2024","98","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Fri May 24 05:16:12 GMT 2024","Fri May 24 05:16:12 GMT 2024","100","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Fri May 24 05:16:31 GMT 2024","Fri May 24 05:16:35 GMT 2024","4539","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Fri May 24 05:16:17 GMT 2024","Fri May 24 05:16:17 GMT 2024","96","","Location","","","","cy.location() - get window.location",""
