"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 29 05:15:08 GMT 2023","Wed Nov 29 05:15:08 GMT 2023","93","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Wed Nov 29 05:15:01 GMT 2023","Wed Nov 29 05:15:01 GMT 2023","155","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Wed Nov 29 05:15:08 GMT 2023","Wed Nov 29 05:15:08 GMT 2023","98","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Wed Nov 29 05:14:58 GMT 2023","Wed Nov 29 05:14:58 GMT 2023","214","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Wed Nov 29 05:15:08 GMT 2023","Wed Nov 29 05:15:10 GMT 2023","1604","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Wed Nov 29 05:15:13 GMT 2023","Wed Nov 29 05:15:13 GMT 2023","261","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Wed Nov 29 05:15:31 GMT 2023","Wed Nov 29 05:15:32 GMT 2023","390","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Wed Nov 29 05:15:00 GMT 2023","Wed Nov 29 05:15:01 GMT 2023","932","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Wed Nov 29 05:15:27 GMT 2023","Wed Nov 29 05:15:31 GMT 2023","4503","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Wed Nov 29 05:15:17 GMT 2023","Wed Nov 29 05:15:17 GMT 2023","383","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Wed Nov 29 05:15:08 GMT 2023","Wed Nov 29 05:15:08 GMT 2023","110","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Wed Nov 29 05:14:50 GMT 2023","Wed Nov 29 05:14:51 GMT 2023","355","","example to-do app","","","","displays two todo items by default",""
"passed","Wed Nov 29 05:15:07 GMT 2023","Wed Nov 29 05:15:07 GMT 2023","117","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Wed Nov 29 05:14:45 GMT 2023","Wed Nov 29 05:14:47 GMT 2023","1883","","Example feature","","","","Submitting form with credentials",""
"passed","Wed Nov 29 05:14:55 GMT 2023","Wed Nov 29 05:14:58 GMT 2023","2452","","Actions","","","",".click() - click on a DOM element",""
"passed","Wed Nov 29 05:15:16 GMT 2023","Wed Nov 29 05:15:17 GMT 2023","904","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Wed Nov 29 05:15:08 GMT 2023","Wed Nov 29 05:15:08 GMT 2023","97","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Wed Nov 29 05:15:07 GMT 2023","Wed Nov 29 05:15:08 GMT 2023","108","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Wed Nov 29 05:15:17 GMT 2023","Wed Nov 29 05:15:17 GMT 2023","431","","Navigation","","","","cy.reload() - reload the page",""
"passed","Wed Nov 29 05:14:51 GMT 2023","Wed Nov 29 05:14:51 GMT 2023","191","","example to-do app","","","","can check off an item as completed",""
"passed","Wed Nov 29 05:15:08 GMT 2023","Wed Nov 29 05:15:08 GMT 2023","94","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Wed Nov 29 05:15:13 GMT 2023","Wed Nov 29 05:15:13 GMT 2023","92","","Location","","","","cy.location() - get window.location",""
"passed","Wed Nov 29 05:14:59 GMT 2023","Wed Nov 29 05:15:00 GMT 2023","904","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Wed Nov 29 05:15:01 GMT 2023","Wed Nov 29 05:15:03 GMT 2023","2149","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Wed Nov 29 05:15:01 GMT 2023","Wed Nov 29 05:15:01 GMT 2023","181","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Wed Nov 29 05:14:52 GMT 2023","Wed Nov 29 05:14:52 GMT 2023","265","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Wed Nov 29 05:14:58 GMT 2023","Wed Nov 29 05:14:59 GMT 2023","902","","Actions","","","",".check() - check a checkbox or radio element",""
"passed","Wed Nov 29 05:14:51 GMT 2023","Wed Nov 29 05:14:51 GMT 2023","391","","example to-do app","","","","can add new todo items",""
"passed","Wed Nov 29 05:15:07 GMT 2023","Wed Nov 29 05:15:07 GMT 2023","315","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Wed Nov 29 05:15:13 GMT 2023","Wed Nov 29 05:15:13 GMT 2023","89","","Location","","","","cy.url() - get the current URL",""
"passed","Wed Nov 29 05:14:51 GMT 2023","Wed Nov 29 05:14:52 GMT 2023","285","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Wed Nov 29 05:14:58 GMT 2023","Wed Nov 29 05:14:58 GMT 2023","225","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Wed Nov 29 05:14:52 GMT 2023","Wed Nov 29 05:14:52 GMT 2023","285","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Wed Nov 29 05:15:21 GMT 2023","Wed Nov 29 05:15:23 GMT 2023","2910","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
