"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1592","retries the should callback until assertions pass","Assertions","Fri May 16 05:22:43 GMT 2025","passed","Fri May 16 05:22:45 GMT 2025","","Explicit Assertions","",""
"","212","can check off an item as completed","","Fri May 16 05:22:26 GMT 2025","passed","Fri May 16 05:22:26 GMT 2025","","example to-do app","",""
"","344",".should() - make an assertion about the current subject","Assertions","Fri May 16 05:22:42 GMT 2025","passed","Fri May 16 05:22:42 GMT 2025","","Implicit Assertions","",""
"","102","can throw any error","Assertions","Fri May 16 05:22:43 GMT 2025","passed","Fri May 16 05:22:43 GMT 2025","","Explicit Assertions","",""
"","325","cy.visit() - visit a remote url","","Fri May 16 05:22:52 GMT 2025","passed","Fri May 16 05:22:52 GMT 2025","","Navigation","",""
"","1858","Submitting form with credentials","","Fri May 16 05:22:20 GMT 2025","passed","Fri May 16 05:22:22 GMT 2025","","Example feature","",""
"","4525","cy.wait() - wait for a specific amount of time","","Fri May 16 05:23:01 GMT 2025","passed","Fri May 16 05:23:06 GMT 2025","","Waiting","",""
"","290","can filter for uncompleted tasks","example to-do app","Fri May 16 05:22:26 GMT 2025","passed","Fri May 16 05:22:27 GMT 2025","","with a checked task","",""
"","925","cy.go() - go back or forward in the browser's history","","Fri May 16 05:22:51 GMT 2025","passed","Fri May 16 05:22:52 GMT 2025","","Navigation","",""
"","106","matches unknown text between two elements","Assertions","Fri May 16 05:22:43 GMT 2025","passed","Fri May 16 05:22:43 GMT 2025","","Explicit Assertions","",""
"","88","cy.url() - get the current URL","","Fri May 16 05:22:48 GMT 2025","passed","Fri May 16 05:22:48 GMT 2025","","Location","",""
"","296","can delete all completed tasks","example to-do app","Fri May 16 05:22:27 GMT 2025","passed","Fri May 16 05:22:27 GMT 2025","","with a checked task","",""
"","109","pass your own callback function to should()","Assertions","Fri May 16 05:22:43 GMT 2025","passed","Fri May 16 05:22:43 GMT 2025","","Explicit Assertions","",""
"","417","can add new todo items","","Fri May 16 05:22:26 GMT 2025","passed","Fri May 16 05:22:26 GMT 2025","","example to-do app","",""
"","312","can filter for completed tasks","example to-do app","Fri May 16 05:22:27 GMT 2025","passed","Fri May 16 05:22:27 GMT 2025","","with a checked task","",""
"","412","displays two todo items by default","","Fri May 16 05:22:25 GMT 2025","passed","Fri May 16 05:22:26 GMT 2025","","example to-do app","",""
"","890",".check() - check a checkbox or radio element","","Fri May 16 05:22:33 GMT 2025","passed","Fri May 16 05:22:34 GMT 2025","","Actions","",""
"","952",".select() - select an option in a <select> element","","Fri May 16 05:22:35 GMT 2025","passed","Fri May 16 05:22:36 GMT 2025","","Actions","",""
"","275","cy.hash() - get the current URL hash","","Fri May 16 05:22:48 GMT 2025","passed","Fri May 16 05:22:48 GMT 2025","","Location","",""
"","200",".rightclick() - right click on a DOM element","","Fri May 16 05:22:33 GMT 2025","passed","Fri May 16 05:22:33 GMT 2025","","Actions","",""
"","417","cy.reload() - reload the page","","Fri May 16 05:22:52 GMT 2025","passed","Fri May 16 05:22:52 GMT 2025","","Navigation","",""
"","2448",".click() - click on a DOM element","","Fri May 16 05:22:30 GMT 2025","passed","Fri May 16 05:22:33 GMT 2025","","Actions","",""
"","223",".dblclick() - double click on a DOM element","","Fri May 16 05:22:33 GMT 2025","passed","Fri May 16 05:22:33 GMT 2025","","Actions","",""
"","123",".and() - chain multiple assertions together","Assertions","Fri May 16 05:22:42 GMT 2025","passed","Fri May 16 05:22:43 GMT 2025","","Implicit Assertions","",""
"","423","cy.wait() - wait for a specific route","","Fri May 16 05:23:06 GMT 2025","passed","Fri May 16 05:23:06 GMT 2025","","Waiting","",""
"","2898","cy.viewport() - set the viewport size and dimension","","Fri May 16 05:22:55 GMT 2025","passed","Fri May 16 05:22:58 GMT 2025","","Viewport","",""
"","907",".uncheck() - uncheck a checkbox element","","Fri May 16 05:22:34 GMT 2025","passed","Fri May 16 05:22:35 GMT 2025","","Actions","",""
"","92","assert - assert shape of an object","Assertions","Fri May 16 05:22:43 GMT 2025","passed","Fri May 16 05:22:43 GMT 2025","","Explicit Assertions","",""
"","99","expect - make an assertion about a specified subject","Assertions","Fri May 16 05:22:43 GMT 2025","passed","Fri May 16 05:22:43 GMT 2025","","Explicit Assertions","",""
"","94","cy.location() - get window.location","","Fri May 16 05:22:48 GMT 2025","passed","Fri May 16 05:22:48 GMT 2025","","Location","",""
"","101","finds element by class name regex","Assertions","Fri May 16 05:22:43 GMT 2025","passed","Fri May 16 05:22:43 GMT 2025","","Explicit Assertions","",""
"","151",".trigger() - trigger an event on a DOM element","","Fri May 16 05:22:36 GMT 2025","passed","Fri May 16 05:22:36 GMT 2025","","Actions","",""
"","143",".scrollIntoView() - scroll an element into view","","Fri May 16 05:22:36 GMT 2025","passed","Fri May 16 05:22:36 GMT 2025","","Actions","",""
"","2142","cy.scrollTo() - scroll the window or element to a position","","Fri May 16 05:22:36 GMT 2025","passed","Fri May 16 05:22:38 GMT 2025","","Actions","",""
