"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","286","can delete all completed tasks","example to-do app","Mon Feb 16 06:07:58 UTC 2026","passed","Mon Feb 16 06:07:58 UTC 2026","","with a checked task","",""
"","403",".should() - make an assertion about the current subject","Assertions","Mon Feb 16 06:08:13 UTC 2026","passed","Mon Feb 16 06:08:14 UTC 2026","","Implicit Assertions","",""
"","223",".rightclick() - right click on a DOM element","","Mon Feb 16 06:08:04 UTC 2026","passed","Mon Feb 16 06:08:04 UTC 2026","","Actions","",""
"","2969","cy.viewport() - set the viewport size and dimension","","Mon Feb 16 06:08:27 UTC 2026","passed","Mon Feb 16 06:08:30 UTC 2026","","Viewport","",""
"","358","cy.hash() - get the current URL hash","","Mon Feb 16 06:08:19 UTC 2026","passed","Mon Feb 16 06:08:20 UTC 2026","","Location","",""
"","129",".and() - chain multiple assertions together","Assertions","Mon Feb 16 06:08:14 UTC 2026","passed","Mon Feb 16 06:08:14 UTC 2026","","Implicit Assertions","",""
"","466","cy.reload() - reload the page","","Mon Feb 16 06:08:24 UTC 2026","passed","Mon Feb 16 06:08:24 UTC 2026","","Navigation","",""
"","434","can add new todo items","","Mon Feb 16 06:07:57 UTC 2026","passed","Mon Feb 16 06:07:57 UTC 2026","","example to-do app","",""
"","119","matches unknown text between two elements","Assertions","Mon Feb 16 06:08:14 UTC 2026","passed","Mon Feb 16 06:08:15 UTC 2026","","Explicit Assertions","",""
"","991",".select() - select an option in a <select> element","","Mon Feb 16 06:08:06 UTC 2026","passed","Mon Feb 16 06:08:07 UTC 2026","","Actions","",""
"","97","cy.url() - get the current URL","","Mon Feb 16 06:08:20 UTC 2026","passed","Mon Feb 16 06:08:20 UTC 2026","","Location","",""
"","937",".check() - check a checkbox or radio element","","Mon Feb 16 06:08:04 UTC 2026","passed","Mon Feb 16 06:08:05 UTC 2026","","Actions","",""
"","4642","cy.wait() - wait for a specific amount of time","","Mon Feb 16 06:08:34 UTC 2026","passed","Mon Feb 16 06:08:38 UTC 2026","","Waiting","",""
"","992","cy.go() - go back or forward in the browser's history","","Mon Feb 16 06:08:23 UTC 2026","passed","Mon Feb 16 06:08:24 UTC 2026","","Navigation","",""
"","173",".trigger() - trigger an event on a DOM element","","Mon Feb 16 06:08:07 UTC 2026","passed","Mon Feb 16 06:08:07 UTC 2026","","Actions","",""
"","114","cy.location() - get window.location","","Mon Feb 16 06:08:20 UTC 2026","passed","Mon Feb 16 06:08:20 UTC 2026","","Location","",""
"","942",".uncheck() - uncheck a checkbox element","","Mon Feb 16 06:08:05 UTC 2026","passed","Mon Feb 16 06:08:06 UTC 2026","","Actions","",""
"","123","expect - make an assertion about a specified subject","Assertions","Mon Feb 16 06:08:14 UTC 2026","passed","Mon Feb 16 06:08:14 UTC 2026","","Explicit Assertions","",""
"","2216","cy.scrollTo() - scroll the window or element to a position","","Mon Feb 16 06:08:07 UTC 2026","passed","Mon Feb 16 06:08:10 UTC 2026","","Actions","",""
"","294","can filter for completed tasks","example to-do app","Mon Feb 16 06:07:58 UTC 2026","passed","Mon Feb 16 06:07:58 UTC 2026","","with a checked task","",""
"","118","pass your own callback function to should()","Assertions","Mon Feb 16 06:08:14 UTC 2026","passed","Mon Feb 16 06:08:14 UTC 2026","","Explicit Assertions","",""
"","526","displays two todo items by default","","Mon Feb 16 06:07:56 UTC 2026","passed","Mon Feb 16 06:07:57 UTC 2026","","example to-do app","",""
"","1609","retries the should callback until assertions pass","Assertions","Mon Feb 16 06:08:15 UTC 2026","passed","Mon Feb 16 06:08:16 UTC 2026","","Explicit Assertions","",""
"","116","can throw any error","Assertions","Mon Feb 16 06:08:14 UTC 2026","passed","Mon Feb 16 06:08:14 UTC 2026","","Explicit Assertions","",""
"","147",".scrollIntoView() - scroll an element into view","","Mon Feb 16 06:08:07 UTC 2026","passed","Mon Feb 16 06:08:07 UTC 2026","","Actions","",""
"","241",".dblclick() - double click on a DOM element","","Mon Feb 16 06:08:04 UTC 2026","passed","Mon Feb 16 06:08:04 UTC 2026","","Actions","",""
"","104","assert - assert shape of an object","Assertions","Mon Feb 16 06:08:15 UTC 2026","passed","Mon Feb 16 06:08:15 UTC 2026","","Explicit Assertions","",""
"","375","cy.visit() - visit a remote url","","Mon Feb 16 06:08:24 UTC 2026","passed","Mon Feb 16 06:08:25 UTC 2026","","Navigation","",""
"","2507",".click() - click on a DOM element","","Mon Feb 16 06:08:01 UTC 2026","passed","Mon Feb 16 06:08:04 UTC 2026","","Actions","",""
"","2122","Submitting form with credentials","","Mon Feb 16 06:07:51 UTC 2026","passed","Mon Feb 16 06:07:53 UTC 2026","","Example feature","",""
"","647","cy.wait() - wait for a specific route","","Mon Feb 16 06:08:38 UTC 2026","passed","Mon Feb 16 06:08:39 UTC 2026","","Waiting","",""
"","134","finds element by class name regex","Assertions","Mon Feb 16 06:08:14 UTC 2026","passed","Mon Feb 16 06:08:14 UTC 2026","","Explicit Assertions","",""
"","219","can check off an item as completed","","Mon Feb 16 06:07:57 UTC 2026","passed","Mon Feb 16 06:07:57 UTC 2026","","example to-do app","",""
"","304","can filter for uncompleted tasks","example to-do app","Mon Feb 16 06:07:57 UTC 2026","passed","Mon Feb 16 06:07:58 UTC 2026","","with a checked task","",""
