"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 23 05:17:41 GMT 2024","Fri Aug 23 05:17:42 GMT 2024","335","","Navigation","","","","cy.visit() - visit a remote url",""
"passed","Fri Aug 23 05:17:32 GMT 2024","Fri Aug 23 05:17:32 GMT 2024","117","Assertions","Explicit Assertions","","","","finds element by class name regex",""
"passed","Fri Aug 23 05:17:14 GMT 2024","Fri Aug 23 05:17:14 GMT 2024","365","","example to-do app","","","","displays two todo items by default",""
"passed","Fri Aug 23 05:17:31 GMT 2024","Fri Aug 23 05:17:31 GMT 2024","324","Assertions","Implicit Assertions","","","",".should() - make an assertion about the current subject",""
"passed","Fri Aug 23 05:17:51 GMT 2024","Fri Aug 23 05:17:55 GMT 2024","4530","","Waiting","","","","cy.wait() - wait for a specific amount of time",""
"passed","Fri Aug 23 05:17:19 GMT 2024","Fri Aug 23 05:17:21 GMT 2024","2494","","Actions","","","",".click() - click on a DOM element",""
"passed","Fri Aug 23 05:17:15 GMT 2024","Fri Aug 23 05:17:15 GMT 2024","196","","example to-do app","","","","can check off an item as completed",""
"passed","Fri Aug 23 05:17:37 GMT 2024","Fri Aug 23 05:17:37 GMT 2024","283","","Location","","","","cy.hash() - get the current URL hash",""
"passed","Fri Aug 23 05:17:44 GMT 2024","Fri Aug 23 05:17:47 GMT 2024","2931","","Viewport","","","","cy.viewport() - set the viewport size and dimension",""
"passed","Fri Aug 23 05:17:37 GMT 2024","Fri Aug 23 05:17:37 GMT 2024","98","","Location","","","","cy.url() - get the current URL",""
"passed","Fri Aug 23 05:17:15 GMT 2024","Fri Aug 23 05:17:15 GMT 2024","282","example to-do app","with a checked task","","","","can filter for uncompleted tasks",""
"passed","Fri Aug 23 05:17:40 GMT 2024","Fri Aug 23 05:17:41 GMT 2024","902","","Navigation","","","","cy.go() - go back or forward in the browser's history",""
"passed","Fri Aug 23 05:17:32 GMT 2024","Fri Aug 23 05:17:34 GMT 2024","1589","Assertions","Explicit Assertions","","","","retries the should callback until assertions pass",""
"passed","Fri Aug 23 05:17:31 GMT 2024","Fri Aug 23 05:17:32 GMT 2024","131","Assertions","Implicit Assertions","","","",".and() - chain multiple assertions together",""
"passed","Fri Aug 23 05:17:25 GMT 2024","Fri Aug 23 05:17:27 GMT 2024","2244","","Actions","","","","cy.scrollTo() - scroll the window or element to a position",""
"passed","Fri Aug 23 05:17:55 GMT 2024","Fri Aug 23 05:17:56 GMT 2024","512","","Waiting","","","","cy.wait() - wait for a specific route",""
"passed","Fri Aug 23 05:17:32 GMT 2024","Fri Aug 23 05:17:32 GMT 2024","100","Assertions","Explicit Assertions","","","","assert - assert shape of an object",""
"passed","Fri Aug 23 05:17:41 GMT 2024","Fri Aug 23 05:17:41 GMT 2024","447","","Navigation","","","","cy.reload() - reload the page",""
"passed","Fri Aug 23 05:17:37 GMT 2024","Fri Aug 23 05:17:37 GMT 2024","111","","Location","","","","cy.location() - get window.location",""
"passed","Fri Aug 23 05:17:32 GMT 2024","Fri Aug 23 05:17:32 GMT 2024","108","Assertions","Explicit Assertions","","","","matches unknown text between two elements",""
"passed","Fri Aug 23 05:17:23 GMT 2024","Fri Aug 23 05:17:24 GMT 2024","956","","Actions","","","",".uncheck() - uncheck a checkbox element",""
"passed","Fri Aug 23 05:17:21 GMT 2024","Fri Aug 23 05:17:22 GMT 2024","212","","Actions","","","",".rightclick() - right click on a DOM element",""
"passed","Fri Aug 23 05:17:24 GMT 2024","Fri Aug 23 05:17:25 GMT 2024","1005","","Actions","","","",".select() - select an option in a <select> element",""
"passed","Fri Aug 23 05:17:25 GMT 2024","Fri Aug 23 05:17:25 GMT 2024","186","","Actions","","","",".trigger() - trigger an event on a DOM element",""
"passed","Fri Aug 23 05:17:32 GMT 2024","Fri Aug 23 05:17:32 GMT 2024","100","Assertions","Explicit Assertions","","","","can throw any error",""
"passed","Fri Aug 23 05:17:21 GMT 2024","Fri Aug 23 05:17:21 GMT 2024","223","","Actions","","","",".dblclick() - double click on a DOM element",""
"passed","Fri Aug 23 05:17:32 GMT 2024","Fri Aug 23 05:17:32 GMT 2024","110","Assertions","Explicit Assertions","","","","pass your own callback function to should()",""
"passed","Fri Aug 23 05:17:32 GMT 2024","Fri Aug 23 05:17:32 GMT 2024","107","Assertions","Explicit Assertions","","","","expect - make an assertion about a specified subject",""
"passed","Fri Aug 23 05:17:16 GMT 2024","Fri Aug 23 05:17:16 GMT 2024","270","example to-do app","with a checked task","","","","can delete all completed tasks",""
"passed","Fri Aug 23 05:17:09 GMT 2024","Fri Aug 23 05:17:11 GMT 2024","2006","","Example feature","","","","Submitting form with credentials",""
"passed","Fri Aug 23 05:17:25 GMT 2024","Fri Aug 23 05:17:25 GMT 2024","246","","Actions","","","",".scrollIntoView() - scroll an element into view",""
"passed","Fri Aug 23 05:17:15 GMT 2024","Fri Aug 23 05:17:16 GMT 2024","283","example to-do app","with a checked task","","","","can filter for completed tasks",""
"passed","Fri Aug 23 05:17:14 GMT 2024","Fri Aug 23 05:17:15 GMT 2024","403","","example to-do app","","","","can add new todo items",""
"passed","Fri Aug 23 05:17:22 GMT 2024","Fri Aug 23 05:17:23 GMT 2024","972","","Actions","","","",".check() - check a checkbox or radio element",""
