"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","420","can add new todo items","","2026-08-02","passed","2026-08-02","","example to-do app","",""
"","107","can throw any error","Assertions","2026-08-02","passed","2026-08-02","","Explicit Assertions","",""
"","143",".and() - chain multiple assertions together","Assertions","2026-08-02","passed","2026-08-02","","Implicit Assertions","",""
"","310","can filter for uncompleted tasks","example to-do app","2026-08-02","passed","2026-08-02","","with a checked task","",""
"","1163",".select() - select an option in a <select> element","","2026-08-02","passed","2026-08-02","","Actions","",""
"","242",".trigger() - trigger an event on a DOM element","","2026-08-02","passed","2026-08-02","","Actions","",""
"","121","pass your own callback function to should()","Assertions","2026-08-02","passed","2026-08-02","","Explicit Assertions","",""
"","210","can check off an item as completed","","2026-08-02","passed","2026-08-02","","example to-do app","",""
"","274","can delete all completed tasks","example to-do app","2026-08-02","passed","2026-08-02","","with a checked task","",""
"","2233","Submitting form with credentials","","2026-08-02","passed","2026-08-02","","Example feature","",""
"","340","cy.hash() - get the current URL hash","","2026-08-02","passed","2026-08-02","","Location","",""
"","805","cy.wait() - wait for a specific route","","2026-08-02","passed","2026-08-02","","Waiting","",""
"","160",".scrollIntoView() - scroll an element into view","","2026-08-02","passed","2026-08-02","","Actions","",""
"","1609","retries the should callback until assertions pass","Assertions","2026-08-02","passed","2026-08-02","","Explicit Assertions","",""
"","344","cy.visit() - visit a remote url","","2026-08-02","passed","2026-08-02","","Navigation","",""
"","286","can filter for completed tasks","example to-do app","2026-08-02","passed","2026-08-02","","with a checked task","",""
"","107","finds element by class name regex","Assertions","2026-08-02","passed","2026-08-02","","Explicit Assertions","",""
"","1013","cy.go() - go back or forward in the browser's history","","2026-08-02","passed","2026-08-02","","Navigation","",""
"","989",".check() - check a checkbox or radio element","","2026-08-02","passed","2026-08-02","","Actions","",""
"","2632",".click() - click on a DOM element","","2026-08-02","passed","2026-08-02","","Actions","",""
"","989",".uncheck() - uncheck a checkbox element","","2026-08-02","passed","2026-08-02","","Actions","",""
"","423",".should() - make an assertion about the current subject","Assertions","2026-08-02","passed","2026-08-02","","Implicit Assertions","",""
"","102","assert - assert shape of an object","Assertions","2026-08-02","passed","2026-08-02","","Explicit Assertions","",""
"","109","expect - make an assertion about a specified subject","Assertions","2026-08-02","passed","2026-08-02","","Explicit Assertions","",""
"","111","matches unknown text between two elements","Assertions","2026-08-02","passed","2026-08-02","","Explicit Assertions","",""
"","380","displays two todo items by default","","2026-08-02","passed","2026-08-02","","example to-do app","",""
"","241",".rightclick() - right click on a DOM element","","2026-08-02","passed","2026-08-02","","Actions","",""
"","261",".dblclick() - double click on a DOM element","","2026-08-02","passed","2026-08-02","","Actions","",""
"","2224","cy.scrollTo() - scroll the window or element to a position","","2026-08-02","passed","2026-08-02","","Actions","",""
"","91","cy.url() - get the current URL","","2026-08-02","passed","2026-08-02","","Location","",""
"","110","cy.location() - get window.location","","2026-08-02","passed","2026-08-02","","Location","",""
"","2967","cy.viewport() - set the viewport size and dimension","","2026-08-02","passed","2026-08-02","","Viewport","",""
"","4607","cy.wait() - wait for a specific amount of time","","2026-08-02","passed","2026-08-02","","Waiting","",""
"","434","cy.reload() - reload the page","","2026-08-02","passed","2026-08-02","","Navigation","",""
