"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1789","Submitting form with credentials","","Wed Dec 04 05:19:31 GMT 2024","passed","Wed Dec 04 05:19:33 GMT 2024","","Example feature","",""
"","106","expect - make an assertion about a specified subject","Assertions","Wed Dec 04 05:19:53 GMT 2024","passed","Wed Dec 04 05:19:53 GMT 2024","","Explicit Assertions","",""
"","955",".select() - select an option in a <select> element","","Wed Dec 04 05:19:45 GMT 2024","passed","Wed Dec 04 05:19:46 GMT 2024","","Actions","",""
"","342",".should() - make an assertion about the current subject","Assertions","Wed Dec 04 05:19:52 GMT 2024","passed","Wed Dec 04 05:19:53 GMT 2024","","Implicit Assertions","",""
"","156",".trigger() - trigger an event on a DOM element","","Wed Dec 04 05:19:46 GMT 2024","passed","Wed Dec 04 05:19:47 GMT 2024","","Actions","",""
"","898",".check() - check a checkbox or radio element","","Wed Dec 04 05:19:44 GMT 2024","passed","Wed Dec 04 05:19:44 GMT 2024","","Actions","",""
"","391","can add new todo items","","Wed Dec 04 05:19:36 GMT 2024","passed","Wed Dec 04 05:19:37 GMT 2024","","example to-do app","",""
"","264","cy.hash() - get the current URL hash","","Wed Dec 04 05:19:58 GMT 2024","passed","Wed Dec 04 05:19:58 GMT 2024","","Location","",""
"","94","cy.url() - get the current URL","","Wed Dec 04 05:19:59 GMT 2024","passed","Wed Dec 04 05:19:59 GMT 2024","","Location","",""
"","437","cy.reload() - reload the page","","Wed Dec 04 05:20:02 GMT 2024","passed","Wed Dec 04 05:20:03 GMT 2024","","Navigation","",""
"","894",".uncheck() - uncheck a checkbox element","","Wed Dec 04 05:19:44 GMT 2024","passed","Wed Dec 04 05:19:45 GMT 2024","","Actions","",""
"","96","can throw any error","Assertions","Wed Dec 04 05:19:53 GMT 2024","passed","Wed Dec 04 05:19:53 GMT 2024","","Explicit Assertions","",""
"","271","can delete all completed tasks","example to-do app","Wed Dec 04 05:19:37 GMT 2024","passed","Wed Dec 04 05:19:38 GMT 2024","","with a checked task","",""
"","124","pass your own callback function to should()","Assertions","Wed Dec 04 05:19:53 GMT 2024","passed","Wed Dec 04 05:19:53 GMT 2024","","Explicit Assertions","",""
"","213","can check off an item as completed","","Wed Dec 04 05:19:37 GMT 2024","passed","Wed Dec 04 05:19:37 GMT 2024","","example to-do app","",""
"","130",".and() - chain multiple assertions together","Assertions","Wed Dec 04 05:19:53 GMT 2024","passed","Wed Dec 04 05:19:53 GMT 2024","","Implicit Assertions","",""
"","280","can filter for uncompleted tasks","example to-do app","Wed Dec 04 05:19:37 GMT 2024","passed","Wed Dec 04 05:19:37 GMT 2024","","with a checked task","",""
"","209",".rightclick() - right click on a DOM element","","Wed Dec 04 05:19:43 GMT 2024","passed","Wed Dec 04 05:19:44 GMT 2024","","Actions","",""
"","122","cy.location() - get window.location","","Wed Dec 04 05:19:58 GMT 2024","passed","Wed Dec 04 05:19:59 GMT 2024","","Location","",""
"","107","finds element by class name regex","Assertions","Wed Dec 04 05:19:53 GMT 2024","passed","Wed Dec 04 05:19:53 GMT 2024","","Explicit Assertions","",""
"","182",".scrollIntoView() - scroll an element into view","","Wed Dec 04 05:19:46 GMT 2024","passed","Wed Dec 04 05:19:46 GMT 2024","","Actions","",""
"","113","matches unknown text between two elements","Assertions","Wed Dec 04 05:19:53 GMT 2024","passed","Wed Dec 04 05:19:53 GMT 2024","","Explicit Assertions","",""
"","1594","retries the should callback until assertions pass","Assertions","Wed Dec 04 05:19:54 GMT 2024","passed","Wed Dec 04 05:19:55 GMT 2024","","Explicit Assertions","",""
"","277","can filter for completed tasks","example to-do app","Wed Dec 04 05:19:37 GMT 2024","passed","Wed Dec 04 05:19:37 GMT 2024","","with a checked task","",""
"","407","cy.wait() - wait for a specific route","","Wed Dec 04 05:20:16 GMT 2024","passed","Wed Dec 04 05:20:17 GMT 2024","","Waiting","",""
"","2904","cy.viewport() - set the viewport size and dimension","","Wed Dec 04 05:20:06 GMT 2024","passed","Wed Dec 04 05:20:09 GMT 2024","","Viewport","",""
"","346","cy.visit() - visit a remote url","","Wed Dec 04 05:20:03 GMT 2024","passed","Wed Dec 04 05:20:03 GMT 2024","","Navigation","",""
"","90","assert - assert shape of an object","Assertions","Wed Dec 04 05:19:53 GMT 2024","passed","Wed Dec 04 05:19:54 GMT 2024","","Explicit Assertions","",""
"","224",".dblclick() - double click on a DOM element","","Wed Dec 04 05:19:43 GMT 2024","passed","Wed Dec 04 05:19:43 GMT 2024","","Actions","",""
"","4514","cy.wait() - wait for a specific amount of time","","Wed Dec 04 05:20:12 GMT 2024","passed","Wed Dec 04 05:20:16 GMT 2024","","Waiting","",""
"","928","cy.go() - go back or forward in the browser's history","","Wed Dec 04 05:20:01 GMT 2024","passed","Wed Dec 04 05:20:02 GMT 2024","","Navigation","",""
"","354","displays two todo items by default","","Wed Dec 04 05:19:36 GMT 2024","passed","Wed Dec 04 05:19:36 GMT 2024","","example to-do app","",""
"","2462",".click() - click on a DOM element","","Wed Dec 04 05:19:41 GMT 2024","passed","Wed Dec 04 05:19:43 GMT 2024","","Actions","",""
"","2149","cy.scrollTo() - scroll the window or element to a position","","Wed Dec 04 05:19:47 GMT 2024","passed","Wed Dec 04 05:19:49 GMT 2024","","Actions","",""
