"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","160","finds element by class name regex","Assertions","Thu Apr 10 05:20:55 GMT 2025","passed","Thu Apr 10 05:20:55 GMT 2025","","Explicit Assertions","",""
"","284","can filter for uncompleted tasks","example to-do app","Thu Apr 10 05:20:38 GMT 2025","passed","Thu Apr 10 05:20:39 GMT 2025","","with a checked task","",""
"","100","pass your own callback function to should()","Assertions","Thu Apr 10 05:20:55 GMT 2025","passed","Thu Apr 10 05:20:55 GMT 2025","","Explicit Assertions","",""
"","190","can check off an item as completed","","Thu Apr 10 05:20:38 GMT 2025","passed","Thu Apr 10 05:20:38 GMT 2025","","example to-do app","",""
"","103","matches unknown text between two elements","Assertions","Thu Apr 10 05:20:56 GMT 2025","passed","Thu Apr 10 05:20:56 GMT 2025","","Explicit Assertions","",""
"","976",".uncheck() - uncheck a checkbox element","","Thu Apr 10 05:20:46 GMT 2025","passed","Thu Apr 10 05:20:47 GMT 2025","","Actions","",""
"","125",".and() - chain multiple assertions together","Assertions","Thu Apr 10 05:20:55 GMT 2025","passed","Thu Apr 10 05:20:55 GMT 2025","","Implicit Assertions","",""
"","924","cy.go() - go back or forward in the browser's history","","Thu Apr 10 05:21:04 GMT 2025","passed","Thu Apr 10 05:21:04 GMT 2025","","Navigation","",""
"","398","can add new todo items","","Thu Apr 10 05:20:38 GMT 2025","passed","Thu Apr 10 05:20:38 GMT 2025","","example to-do app","",""
"","1590","retries the should callback until assertions pass","Assertions","Thu Apr 10 05:20:56 GMT 2025","passed","Thu Apr 10 05:20:57 GMT 2025","","Explicit Assertions","",""
"","2477",".click() - click on a DOM element","","Thu Apr 10 05:20:42 GMT 2025","passed","Thu Apr 10 05:20:45 GMT 2025","","Actions","",""
"","233",".dblclick() - double click on a DOM element","","Thu Apr 10 05:20:45 GMT 2025","passed","Thu Apr 10 05:20:45 GMT 2025","","Actions","",""
"","1067",".select() - select an option in a <select> element","","Thu Apr 10 05:20:47 GMT 2025","passed","Thu Apr 10 05:20:48 GMT 2025","","Actions","",""
"","275","can filter for completed tasks","example to-do app","Thu Apr 10 05:20:39 GMT 2025","passed","Thu Apr 10 05:20:39 GMT 2025","","with a checked task","",""
"","2159","cy.scrollTo() - scroll the window or element to a position","","Thu Apr 10 05:20:49 GMT 2025","passed","Thu Apr 10 05:20:51 GMT 2025","","Actions","",""
"","98","assert - assert shape of an object","Assertions","Thu Apr 10 05:20:56 GMT 2025","passed","Thu Apr 10 05:20:56 GMT 2025","","Explicit Assertions","",""
"","375","displays two todo items by default","","Thu Apr 10 05:20:37 GMT 2025","passed","Thu Apr 10 05:20:38 GMT 2025","","example to-do app","",""
"","93","cy.location() - get window.location","","Thu Apr 10 05:21:01 GMT 2025","passed","Thu Apr 10 05:21:01 GMT 2025","","Location","",""
"","205",".rightclick() - right click on a DOM element","","Thu Apr 10 05:20:45 GMT 2025","passed","Thu Apr 10 05:20:45 GMT 2025","","Actions","",""
"","109","can throw any error","Assertions","Thu Apr 10 05:20:55 GMT 2025","passed","Thu Apr 10 05:20:56 GMT 2025","","Explicit Assertions","",""
"","1877","Submitting form with credentials","","Thu Apr 10 05:20:32 GMT 2025","passed","Thu Apr 10 05:20:34 GMT 2025","","Example feature","",""
"","101","expect - make an assertion about a specified subject","Assertions","Thu Apr 10 05:20:55 GMT 2025","passed","Thu Apr 10 05:20:55 GMT 2025","","Explicit Assertions","",""
"","4555","cy.wait() - wait for a specific amount of time","","Thu Apr 10 05:21:15 GMT 2025","passed","Thu Apr 10 05:21:19 GMT 2025","","Waiting","",""
"","288","cy.hash() - get the current URL hash","","Thu Apr 10 05:21:00 GMT 2025","passed","Thu Apr 10 05:21:01 GMT 2025","","Location","",""
"","438","cy.reload() - reload the page","","Thu Apr 10 05:21:05 GMT 2025","passed","Thu Apr 10 05:21:05 GMT 2025","","Navigation","",""
"","508","cy.wait() - wait for a specific route","","Thu Apr 10 05:21:19 GMT 2025","passed","Thu Apr 10 05:21:20 GMT 2025","","Waiting","",""
"","81","cy.url() - get the current URL","","Thu Apr 10 05:21:01 GMT 2025","passed","Thu Apr 10 05:21:01 GMT 2025","","Location","",""
"","945",".check() - check a checkbox or radio element","","Thu Apr 10 05:20:45 GMT 2025","passed","Thu Apr 10 05:20:46 GMT 2025","","Actions","",""
"","225",".scrollIntoView() - scroll an element into view","","Thu Apr 10 05:20:48 GMT 2025","passed","Thu Apr 10 05:20:48 GMT 2025","","Actions","",""
"","336","cy.visit() - visit a remote url","","Thu Apr 10 05:21:05 GMT 2025","passed","Thu Apr 10 05:21:05 GMT 2025","","Navigation","",""
"","271","can delete all completed tasks","example to-do app","Thu Apr 10 05:20:39 GMT 2025","passed","Thu Apr 10 05:20:39 GMT 2025","","with a checked task","",""
"","210",".trigger() - trigger an event on a DOM element","","Thu Apr 10 05:20:48 GMT 2025","passed","Thu Apr 10 05:20:48 GMT 2025","","Actions","",""
"","338",".should() - make an assertion about the current subject","Assertions","Thu Apr 10 05:20:55 GMT 2025","passed","Thu Apr 10 05:20:55 GMT 2025","","Implicit Assertions","",""
"","2900","cy.viewport() - set the viewport size and dimension","","Thu Apr 10 05:21:08 GMT 2025","passed","Thu Apr 10 05:21:11 GMT 2025","","Viewport","",""
