"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","99","expect - make an assertion about a specified subject","Assertions","Wed Sep 10 05:20:26 UTC 2025","passed","Wed Sep 10 05:20:26 UTC 2025","","Explicit Assertions","",""
"","226",".rightclick() - right click on a DOM element","","Wed Sep 10 05:20:16 UTC 2025","passed","Wed Sep 10 05:20:17 UTC 2025","","Actions","",""
"","368","displays two todo items by default","","Wed Sep 10 05:20:09 UTC 2025","passed","Wed Sep 10 05:20:09 UTC 2025","","example to-do app","",""
"","297","can filter for completed tasks","example to-do app","Wed Sep 10 05:20:10 UTC 2025","passed","Wed Sep 10 05:20:11 UTC 2025","","with a checked task","",""
"","103","finds element by class name regex","Assertions","Wed Sep 10 05:20:26 UTC 2025","passed","Wed Sep 10 05:20:26 UTC 2025","","Explicit Assertions","",""
"","4528","cy.wait() - wait for a specific amount of time","","Wed Sep 10 05:20:45 UTC 2025","passed","Wed Sep 10 05:20:50 UTC 2025","","Waiting","",""
"","100","cy.location() - get window.location","","Wed Sep 10 05:20:32 UTC 2025","passed","Wed Sep 10 05:20:32 UTC 2025","","Location","",""
"","305","cy.hash() - get the current URL hash","","Wed Sep 10 05:20:31 UTC 2025","passed","Wed Sep 10 05:20:32 UTC 2025","","Location","",""
"","1798","Submitting form with credentials","","Wed Sep 10 05:20:04 UTC 2025","passed","Wed Sep 10 05:20:06 UTC 2025","","Example feature","",""
"","105","pass your own callback function to should()","Assertions","Wed Sep 10 05:20:26 UTC 2025","passed","Wed Sep 10 05:20:26 UTC 2025","","Explicit Assertions","",""
"","2203","cy.scrollTo() - scroll the window or element to a position","","Wed Sep 10 05:20:20 UTC 2025","passed","Wed Sep 10 05:20:22 UTC 2025","","Actions","",""
"","905",".check() - check a checkbox or radio element","","Wed Sep 10 05:20:17 UTC 2025","passed","Wed Sep 10 05:20:18 UTC 2025","","Actions","",""
"","212","can check off an item as completed","","Wed Sep 10 05:20:10 UTC 2025","passed","Wed Sep 10 05:20:10 UTC 2025","","example to-do app","",""
"","115",".and() - chain multiple assertions together","Assertions","Wed Sep 10 05:20:26 UTC 2025","passed","Wed Sep 10 05:20:26 UTC 2025","","Implicit Assertions","",""
"","360",".should() - make an assertion about the current subject","Assertions","Wed Sep 10 05:20:26 UTC 2025","passed","Wed Sep 10 05:20:26 UTC 2025","","Implicit Assertions","",""
"","2466",".click() - click on a DOM element","","Wed Sep 10 05:20:14 UTC 2025","passed","Wed Sep 10 05:20:16 UTC 2025","","Actions","",""
"","230",".dblclick() - double click on a DOM element","","Wed Sep 10 05:20:16 UTC 2025","passed","Wed Sep 10 05:20:16 UTC 2025","","Actions","",""
"","95","cy.url() - get the current URL","","Wed Sep 10 05:20:32 UTC 2025","passed","Wed Sep 10 05:20:32 UTC 2025","","Location","",""
"","985",".select() - select an option in a <select> element","","Wed Sep 10 05:20:18 UTC 2025","passed","Wed Sep 10 05:20:19 UTC 2025","","Actions","",""
"","958","cy.go() - go back or forward in the browser's history","","Wed Sep 10 05:20:35 UTC 2025","passed","Wed Sep 10 05:20:35 UTC 2025","","Navigation","",""
"","145",".scrollIntoView() - scroll an element into view","","Wed Sep 10 05:20:19 UTC 2025","passed","Wed Sep 10 05:20:20 UTC 2025","","Actions","",""
"","463","cy.reload() - reload the page","","Wed Sep 10 05:20:35 UTC 2025","passed","Wed Sep 10 05:20:36 UTC 2025","","Navigation","",""
"","106","can throw any error","Assertions","Wed Sep 10 05:20:26 UTC 2025","passed","Wed Sep 10 05:20:27 UTC 2025","","Explicit Assertions","",""
"","1582","retries the should callback until assertions pass","Assertions","Wed Sep 10 05:20:27 UTC 2025","passed","Wed Sep 10 05:20:28 UTC 2025","","Explicit Assertions","",""
"","113","matches unknown text between two elements","Assertions","Wed Sep 10 05:20:27 UTC 2025","passed","Wed Sep 10 05:20:27 UTC 2025","","Explicit Assertions","",""
"","97","assert - assert shape of an object","Assertions","Wed Sep 10 05:20:27 UTC 2025","passed","Wed Sep 10 05:20:27 UTC 2025","","Explicit Assertions","",""
"","398","can add new todo items","","Wed Sep 10 05:20:09 UTC 2025","passed","Wed Sep 10 05:20:10 UTC 2025","","example to-do app","",""
"","273","can delete all completed tasks","example to-do app","Wed Sep 10 05:20:11 UTC 2025","passed","Wed Sep 10 05:20:11 UTC 2025","","with a checked task","",""
"","913",".uncheck() - uncheck a checkbox element","","Wed Sep 10 05:20:18 UTC 2025","passed","Wed Sep 10 05:20:18 UTC 2025","","Actions","",""
"","165",".trigger() - trigger an event on a DOM element","","Wed Sep 10 05:20:20 UTC 2025","passed","Wed Sep 10 05:20:20 UTC 2025","","Actions","",""
"","888","cy.wait() - wait for a specific route","","Wed Sep 10 05:20:50 UTC 2025","passed","Wed Sep 10 05:20:51 UTC 2025","","Waiting","",""
"","286","can filter for uncompleted tasks","example to-do app","Wed Sep 10 05:20:10 UTC 2025","passed","Wed Sep 10 05:20:10 UTC 2025","","with a checked task","",""
"","2912","cy.viewport() - set the viewport size and dimension","","Wed Sep 10 05:20:39 UTC 2025","passed","Wed Sep 10 05:20:42 UTC 2025","","Viewport","",""
"","351","cy.visit() - visit a remote url","","Wed Sep 10 05:20:36 UTC 2025","passed","Wed Sep 10 05:20:36 UTC 2025","","Navigation","",""
